latitude,longitude,date,temp,wspd,rhum,brightness,frp,confidence,grid_id,fire_occurred
35.34851837880429,129.27307218231613,2025-01-02,5.1,8.8,49,295.52,1.8399999999999999,n,l_26_65,1
36.859660882735874,128.84681724956903,2025-01-02,0.2,4.2,57,295.08,0.92,n,l_57_56,1
36.840308132953076,127.6035789549258,2025-01-01,-1.3,5.5,66,,,n,l_56_32,1
37.70537559170102,128.78232881684067,2025-01-01,-4.2,18.5,50,300.5,0.9400000000000001,n,l_74_55,1
35.87098000026183,128.16879000000228,2025-01-01,2.9,5.8,55,330.38,2.6,n,l_37_43,1
36.52405000018708,128.65933000000678,2025-01-01,0.7000000000000001,5.1,54,317.83,2.46,n,l_50_53,1
37.085798299420226,127.9723988669456,2025-01-01,-0.5,9.7,67,295.93,1.19,n,l_61_39,1
37.10649513857836,127.38993333311097,2025-02-28,5.8,2.6,60,,,n,l_62_27,1
37.58779430685353,128.0157816036752,2025-02-28,5.5,1.7000000000000002,51,,,n,l_71_40,1
36.86106133963809,126.5766888449612,2025-02-28,6.8,1.2,63,,,n,l_57_11,1
36.85076916007688,128.8356714525917,2025-02-28,9.3,5.5,45,,,n,l_57_56,1
35.22489246940702,129.11008566151625,2025-02-27,8.2,10.5,29,,,n,l_24_62,1
36.22793555970358,127.99818034394146,2025-02-27,3.3,6.4,33,,,n,l_44_39,1
34.83929407496249,126.52085275392606,2025-02-27,5.7,5.6,51,,,n,l_16_10,1
37.76627021986434,128.82879239022563,2025-02-27,1.3,14.9,18,,,n,l_75_56,1
37.54967020386705,127.70901806970937,2025-02-27,2.3,5.7,33,,,n,l_70_34,1
37.06862273804995,127.15285586713466,2025-02-27,3.3,4.8,39,,,n,l_61_23,1
36.984634161799185,129.38000912727856,2025-02-27,3.8,3.3,23,,,n,l_59_67,1
37.763724979843,127.01882798574715,2025-02-27,3.0,8.9,18,,,n,l_75_20,1
36.8782649045101,127.53126210055233,2025-02-26,2.3,10.8,58,,,n,l_57_30,1
37.43269652872081,127.24893238229672,2025-02-26,3.7,8.1,46,,,n,l_68_24,1
37.44762814042692,126.42276631454217,2025-02-26,2.1,12.2,61,,,n,l_68_8,1
34.46671993396964,127.10409628217077,2025-02-26,5.6,20.2,63,,,n,l_9_22,1
38.227025049669734,127.18603707347827,2025-02-26,0.9,10.8,51,,,n,l_84_23,1
38.01873846431637,128.61999630157771,2025-02-26,-1.9,24.0,28,,,n,l_80_52,1
37.8595710430506,127.16144042732475,2025-02-26,0.9,10.8,56,,,n,l_77_23,1
35.683240000564204,128.23031000000546,2025-02-25,4.0,11.0,43,,,n,l_33_44,1
35.11357200068204,128.23717200000647,2025-02-25,1.3,12.0,41,,,n,l_22_44,1
36.31613803481879,127.32512422633928,2025-02-25,1.2,6.2,57,,,n,l_46_26,1
37.08121000012027,127.39286999999983,2025-02-25,0.5,11.5,63,,,n,l_61_27,1
37.197773653809385,126.84520272167259,2025-02-25,1.0,13.9,67,,,n,l_63_16,1
38.00443350039426,127.09087163929627,2025-02-24,-2.6,10.7,51,,,n,l_80_21,1
36.8595623599397,127.07622046626967,2025-02-24,-1.6,8.8,49,,,n,l_57_21,1
36.63061361834791,128.64133852906542,2025-02-24,-1.9,10.2,38,,,n,l_52_52,1
36.23918000021933,128.92541000002075,2025-02-24,0.6000000000000001,15.1,37,,,n,l_44_58,1
35.65899888255275,129.42898289398698,2025-02-24,0.30000000000000004,11.5,30,,,n,l_33_68,1
35.17498126459082,129.0393415120323,2025-02-23,0.9,14.4,33,,,n,l_23_60,1
35.18314723361784,129.03673487494683,2025-02-23,-0.5,17.1,33,,,n,l_23_60,1
38.127422506264686,127.02899169963409,2025-02-23,-4.6,14.8,47,,,n,l_82_20,1
37.81646723464192,127.44409550836934,2025-02-23,-1.3,8.3,44,,,n,l_76_28,1
37.264940000194024,127.19464999999923,2025-02-23,-3.8,20.2,46,,,n,l_65_23,1
37.59327000010732,126.43760999999401,2025-02-23,-3.2,31.2,45,,,n,l_71_8,1
37.411131203318845,126.82675962212737,2025-02-22,-3.2,13.0,52,,,n,l_68_16,1
37.79555587841617,127.14677937065474,2025-02-22,-3.7,12.0,39,,,n,l_75_22,1
37.95584125255746,127.72335473670819,2025-02-22,-3.2,5.0,43,,,n,l_79_34,1
36.345692799799345,127.49929131050799,2025-02-22,-2.9,12.4,54,,,n,l_46_29,1
35.51287,129.19454,2025-02-21,0.0,10.0,30,,,n,l_30_63,1
37.56472000005817,127.65500000000013,2025-02-21,-3.8,12.0,45,,,n,l_71_33,1
37.47449352450765,128.73148954459407,2025-02-21,-9.4,14.1,42,,,n,l_69_54,1
37.7160100000378,126.7821899999995,2025-02-21,-3.5,10.4,50,,,n,l_74_15,1
37.70486000003809,128.85168000001292,2025-02-21,-9.4,14.1,36,,,n,l_74_57,1
37.14747826289551,128.27039658965953,2025-02-21,-3.7,12.6,43,,,n,l_62_45,1
34.7535495431912,126.94707142588386,2025-02-21,-1.0,14.7,54,,,n,l_15_18,1
37.096457286158554,128.4653147140555,2025-02-21,-2.4,4.4,48,,,n,l_61_49,1
37.38680736862958,127.13593232660546,2025-02-20,-3.3,8.4,39,,,n,l_67_22,1
35.045693708666306,127.79477502340625,2025-02-20,0.30000000000000004,27.4,47,,,n,l_20_35,1
36.45057,127.91461,2025-02-20,-2.8,16.6,43,,,n,l_49_38,1
36.657849646842806,127.14245235545154,2025-02-19,-3.5,10.4,51,,,n,l_53_22,1
36.29945099579527,127.03975658839319,2025-02-19,-1.8,9.9,52,,,n,l_45_20,1
38.30317891961925,128.54972548213166,2025-02-19,-2.9,18.7,35,,,n,l_86_50,1
37.09365840023733,127.80216980000097,2025-02-18,-3.2,18.6,39,,,n,l_61_36,1
36.85844212863058,127.0363100507923,2025-02-18,-1.1,21.4,42,,,n,l_57_20,1
37.18658140385873,126.70646603144816,2025-02-18,-2.8,21.5,47,,,n,l_63_14,1
36.37668599546623,127.10712896337836,2025-02-18,-0.9,11.2,47,,,n,l_47_22,1
37.69835445674511,128.1456302283719,2025-02-17,2.4,9.5,39,,,n,l_73_42,1
35.37827319446354,128.91622671987173,2025-02-16,5.6,8.9,55,,,n,l_27_58,1
35.41767820829252,127.32154536441108,2025-02-16,5.3,7.7,73,,,n,l_28_26,1
37.17703555705466,128.27286090520656,2025-02-14,-0.2,7.1,62,,,n,l_63_45,1
35.09067768748725,128.81053443192746,2025-02-14,2.5,7.6,48,,,n,l_21_56,1
37.89697041340049,128.79582999560694,2025-02-13,-7.6,24.2,30,,,n,l_77_55,1
37.49759558929213,126.81795635579778,2025-02-11,-1.4,7.2,70,,,n,l_69_16,1
35.963230394251724,129.02549574480614,2025-02-09,-3.0,12.2,56,,,n,l_39_60,1
37.724980000035096,128.92861000001875,2025-02-08,-15.3,15.2,39,,,n,l_74_58,1
38.40533199988394,128.42162900000025,2025-02-06,-7.0,27.5,54,,,n,l_88_48,1
37.25805228672003,126.49953932855276,2025-02-06,-5.7,20.1,60,,,n,l_65_9,1
37.84521806151684,128.7705088548437,2025-02-05,-15.3,25.5,33,,,n,l_76_55,1
38.24973176768777,128.50973035410203,2025-02-04,-9.4,27.4,30,,,n,l_84_50,1
37.19413728077704,127.23466821120597,2025-02-03,-1.7000000000000002,20.7,53,,,n,l_63_24,1
35.13378517177055,129.00168240570125,2025-02-01,4.0,9.3,86,,,n,l_22_60,1
35.82722053739265,128.5923191036161,2025-03-31,7.3,5.9,45,,,n,l_36_51,1
34.65021400077189,126.65948899999145,2025-03-31,7.0,5.5,61,,,n,l_13_13,1
36.22050250168125,128.50133399418883,2025-03-27,20.0,8.2,74,,,n,l_44_50,1
36.952504113846516,126.47050187963781,2025-03-26,8.2,23.3,66,,,n,l_59_9,1
35.961100000504324,127.55865000000037,2025-03-26,17.0,7.9,40,,,n,l_39_31,1
35.766901247959446,128.50335885436792,2025-03-26,17.4,8.7,31,,,n,l_35_50,1
35.51370511481962,127.0229643050183,2025-03-26,17.0,7.9,43,,,n,l_30_20,1
37.754094981668246,126.84702405103695,2025-03-26,11.7,9.6,58,,,n,l_75_16,1
37.242621000220225,127.09222560958366,2025-03-26,12.5,10.9,49,,,n,l_64_21,1
37.42892997309479,127.56516329463902,2025-03-26,11.5,8.0,50,,,n,l_68_31,1
36.3081873675737,126.92127803365364,2025-03-26,13.9,20.8,45,,,n,l_46_18,1
36.082648143158394,127.34914843545577,2025-03-26,17.6,6.5,42,,,n,l_41_26,1
36.21166240171563,127.92685940183645,2025-03-26,14.2,14.3,32,,,n,l_44_38,1
36.122975452028314,127.3432019807848,2025-03-26,17.6,6.5,40,,,n,l_42_26,1
35.11726094736622,126.90656857013995,2025-03-26,16.7,6.9,42,,,n,l_22_18,1
36.97182927834448,128.7452821878339,2025-03-25,16.4,10.5,58,,,n,l_59_54,1
35.23352712297894,127.92383408903143,2025-03-25,14.7,18.8,56,,,n,l_24_38,1
37.24533030601294,126.80785557102385,2025-03-25,11.0,16.7,67,,,n,l_64_16,1
36.87710596172242,126.68139703015042,2025-03-25,13.4,11.4,64,,,n,l_57_13,1
35.56573168845507,126.74219991320196,2025-03-25,13.2,16.0,57,,,n,l_31_14,1
37.44629000014681,126.81510999999847,2025-03-25,10.4,14.4,71,,,n,l_68_16,1
34.869347336025434,128.43947051450166,2025-03-25,14.7,18.8,67,,,n,l_17_48,1
35.528618468236196,128.45727784243564,2025-03-25,18.9,10.5,50,,,n,l_30_49,1
35.57366412840652,129.11677153820168,2025-03-25,18.1,10.2,55,,,n,l_31_62,1
37.8745224317808,127.14135857544865,2025-03-25,10.4,16.5,70,,,n,l_77_22,1
35.792322842539804,128.51389038663638,2025-03-24,18.1,8.2,40,,,n,l_35_50,1
35.97235401884608,127.41490265537594,2025-03-24,15.8,9.9,48,,,n,l_39_28,1
35.70881631546717,126.99439741706065,2025-03-24,15.8,9.9,51,,,n,l_34_19,1
36.577441009450595,127.42377239728702,2025-03-24,15.0,15.9,46,,,n,l_51_28,1
34.433067000812876,127.15282899999663,2025-03-23,13.8,14.2,79,,,n,l_8_23,1
35.45631924480455,127.7649204578484,2025-03-23,14.1,13.9,41,,,n,l_29_35,1
36.270756449616734,127.75252838019088,2025-03-23,13.1,10.9,36,,,n,l_45_35,1
37.81206911363432,127.49692011447355,2025-03-23,11.7,4.9,57,,,n,l_76_29,1
35.74835011399294,128.71327796744498,2025-03-23,17.5,6.5,33,,,n,l_34_54,1
37.5574174439689,126.64195594047158,2025-03-23,12.9,9.9,60,,,n,l_71_12,1
37.532428482584734,127.67188306874462,2025-03-22,9.5,10.7,55,,,n,l_70_33,1
35.42416594330944,127.38179094995309,2025-03-22,13.3,7.5,53,,,n,l_28_27,1
36.52688074811528,128.69752573024303,2025-03-22,15.3,10.2,34,,,n,l_50_53,1
35.16147193523616,126.98602764460577,2025-03-22,13.1,5.9,54,,,n,l_23_19,1
36.41211998986555,128.45183950685484,2025-03-22,13.1,15.5,35,,,n,l_48_49,1
35.40520855720737,127.3398199648916,2025-03-22,13.3,7.5,53,,,n,l_28_26,1
35.90833164286176,127.54501175388019,2025-03-22,13.3,7.5,41,,,n,l_38_30,1
36.22689829221062,128.67906044768708,2025-03-22,17.1,9.8,29,,,n,l_44_53,1
37.28047217711125,127.72169485567157,2025-03-22,9.5,10.7,51,,,n,l_65_34,1
34.513628765233165,126.30583515299654,2025-03-22,12.3,9.9,78,,,n,l_10_6,1
37.39184594106415,127.31126013606394,2025-03-22,13.0,10.6,55,,,n,l_67_26,1
35.792602695211855,128.6871250405199,2025-03-22,17.1,9.8,29,,,n,l_35_53,1
34.71528484437604,127.04293515896109,2025-03-22,10.5,11.0,59,,,n,l_14_20,1
34.82548993263782,127.04880765017937,2025-03-22,10.5,11.0,59,,,n,l_16_20,1
37.2288590028451,127.67838374450075,2025-03-22,11.0,12.0,51,,,n,l_64_33,1
36.369282214858096,128.5992098110805,2025-03-22,15.3,10.2,32,,,n,l_47_51,1
35.94816285852613,128.59162025623328,2025-03-22,17.1,9.8,27,,,n,l_38_51,1
35.21516849088971,126.75825012105204,2025-03-22,13.1,5.9,54,,,n,l_24_15,1
35.50893140995162,127.27943313170496,2025-03-21,8.6,8.6,60,,,n,l_30_25,1
37.57824268617126,128.39769463559932,2025-03-21,,,63,,,n,l_71_47,1
37.175490000108425,127.37895999999982,2025-03-20,6.5,13.3,62,,,n,l_63_27,1
36.48888609915269,126.40769954584344,2025-03-19,3.5,10.9,56,,,n,l_49_8,1
35.18890970975274,127.1353813624523,2025-03-17,4.2,9.3,41,,,n,l_23_22,1
35.340208287891514,126.83162002709972,2025-03-17,4.2,9.3,42,,,n,l_26_16,1
37.45285994435491,127.54487398552605,2025-03-17,2.3,6.6,50,,,n,l_69_30,1
35.33994070437043,127.82829099430406,2025-03-16,,,69,,,n,l_26_36,1
36.513296864784365,127.0907255094609,2025-03-16,5.0,9.8,58,,,n,l_50_21,1
37.97664623236748,124.6793675593225,2025-03-15,,,46,,,n,l_79_-27,1
37.60220899567215,128.18346649604223,2025-03-15,11.1,6.9,64,,,n,l_72_43,1
38.04124999998736,126.98966000000004,2025-03-15,,,38,,,n,l_80_19,1
37.771860000030536,127.18641999999987,2025-03-15,11.6,10.7,66,,,n,l_75_23,1
37.27915877443419,127.2729764797232,2025-03-15,12.2,10.6,46,,,n,l_65_25,1
37.14695571927058,127.57361237615632,2025-03-15,,,42,,,n,l_62_31,1
36.04234000024285,126.72369999999738,2025-03-14,12.1,11.5,31,,,n,l_40_14,1
37.303297487751976,126.86985784220845,2025-03-14,8.1,10.5,38,,,n,l_66_17,1
35.17007658503218,128.40899738716936,2025-03-14,8.8,11.4,38,,,n,l_23_48,1
36.58968083515484,126.35313972358654,2025-03-14,8.4,22.1,55,,,n,l_51_7,1
36.857328711567796,126.98053325055935,2025-03-14,10.3,4.4,45,,,n,l_57_19,1
35.05847193390005,128.827892993805,2025-03-14,10.2,16.1,40,,,n,l_21_56,1
34.73250901420275,127.04840351811022,2025-03-14,10.6,10.7,48,,,n,l_14_20,1
