latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.11601,-117.92651,296.32,0.48,0.4,2025-03-18,0956,N20,VIIRS,n,2.0NRT,278.6,0.7,N
34.29055,-118.80148,311.49,0.44,0.38,2025-03-18,0956,N20,VIIRS,n,2.0NRT,277.15,1.62,N
34.32104,-118.50921,298.42,0.45,0.39,2025-03-18,0956,N20,VIIRS,n,2.0NRT,275.53,0.53,N
34.33424,-118.52102,310.96,0.45,0.39,2025-03-18,0956,N20,VIIRS,n,2.0NRT,275.62,1.5,N
33.61366,-117.82109,309.92,0.49,0.4,2025-03-18,0956,N20,VIIRS,n,2.0NRT,279.61,1.18,N
33.82014,-118.24335,299.85,0.47,0.39,2025-03-18,0956,N20,VIIRS,n,2.0NRT,285.54,1.03,N
33.71731,-117.70863,299.85,0.49,0.4,2025-03-18,0956,N20,VIIRS,n,2.0NRT,279.11,0.86,N
34.03598,-118.10323,295.34,0.47,0.4,2025-03-18,0956,N20,VIIRS,n,2.0NRT,278.97,0.36,N
34.15212,-118.1955,306.07,0.46,0.39,2025-03-18,0956,N20,VIIRS,n,2.0NRT,277.23,0.49,N
34.3344,-118.51908,312.3,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,278.13,1.09,N
34.43067,-118.64551,315.23,0.4,0.37,2025-03-19,0934,N20,VIIRS,n,2.0NRT,277.1,1.52,N
34.31989,-118.51348,297.39,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,278.55,0.65,N
34.24252,-118.38239,299.88,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,277.08,0.63,N
34.29295,-118.80057,318.41,0.4,0.37,2025-03-19,0934,N20,VIIRS,n,2.0NRT,278.69,1.23,N
34.1164,-117.92602,297.41,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,280.37,0.45,N
34.1532,-118.19265,311.42,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,280.17,1.09,N
34.03961,-117.82308,295.28,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,280.13,0.38,N
34.03473,-118.10522,301.33,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,280.64,0.49,N
33.90556,-118.40309,296.94,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,285.69,0.99,N
33.84821,-118.33551,297.03,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,280.17,0.38,N
33.82069,-118.24262,304.47,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,288.08,0.78,N
33.71604,-117.71095,309.58,0.38,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,281.04,0.99,N
33.77925,-118.23869,297.59,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,285.82,0.46,N
33.77614,-118.21794,313.83,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,281.37,0.89,N
33.79267,-118.35158,298.14,0.39,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,278.3,0.33,N
33.61387,-117.82162,311.25,0.38,0.36,2025-03-19,0934,N20,VIIRS,n,2.0NRT,279.4,1.02,N
34.43181,-118.64542,308.76,0.4,0.44,2025-03-20,0915,N20,VIIRS,n,2.0NRT,279.03,1.31,N
34.03428,-118.10361,295.65,0.56,0.43,2025-03-20,0917,N20,VIIRS,n,2.0NRT,280.81,0.48,N
34.33635,-118.52193,303.5,0.39,0.44,2025-03-20,0917,N20,VIIRS,n,2.0NRT,279.89,0.65,N
34.29154,-118.80441,307.73,0.41,0.45,2025-03-20,0917,N20,VIIRS,n,2.0NRT,277.52,0.66,N
34.24306,-118.38173,295.92,0.39,0.44,2025-03-20,0917,N20,VIIRS,n,2.0NRT,279.94,0.39,N
34.15571,-118.19405,295.27,0.57,0.43,2025-03-20,0917,N20,VIIRS,n,2.0NRT,280.95,0.94,N
34.15179,-118.19505,302.28,0.57,0.43,2025-03-20,0917,N20,VIIRS,n,2.0NRT,283.26,0.94,N
34.04206,-117.82278,295.43,0.54,0.42,2025-03-20,0917,N20,VIIRS,n,2.0NRT,281.95,0.6,N
34.02551,-118.02528,295.74,0.55,0.43,2025-03-20,0917,N20,VIIRS,n,2.0NRT,282.21,0.64,N
33.77833,-118.24045,295.99,0.56,0.43,2025-03-20,0917,N20,VIIRS,n,2.0NRT,284.73,1.49,N
33.81919,-118.24623,295.26,0.57,0.43,2025-03-20,0917,N20,VIIRS,n,2.0NRT,283.57,1.41,N
33.90787,-118.41045,299.76,0.39,0.44,2025-03-20,0917,N20,VIIRS,n,2.0NRT,287.21,0.98,N
33.61522,-117.82035,297.66,0.54,0.42,2025-03-20,0917,N20,VIIRS,n,2.0NRT,280.93,0.37,N
33.61279,-117.82079,297.12,0.54,0.42,2025-03-20,0917,N20,VIIRS,n,2.0NRT,281.11,1,N
33.71563,-117.70842,295.54,0.53,0.42,2025-03-20,0917,N20,VIIRS,n,2.0NRT,282.62,0.71,N
33.70694,-117.8771,337.94,0.46,0.39,2025-03-20,2036,N20,VIIRS,n,2.0NRT,305.22,1.68,D
34.28411,-118.98788,330.25,0.51,0.41,2025-03-20,2036,N20,VIIRS,n,2.0NRT,293.99,3.53,D
34.28305,-118.99333,331.42,0.51,0.41,2025-03-20,2036,N20,VIIRS,n,2.0NRT,294.52,3.81,D
34.24384,-118.383,296.33,0.36,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,278.41,0.23,N
33.77954,-118.24052,296.49,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,283.18,0.5,N
33.79491,-118.23496,295.12,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,284.51,0.93,N
33.80619,-118.24515,296.68,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,284.8,0.54,N
33.80677,-118.24544,296.15,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,284.2,0.57,N
33.82245,-118.24374,298.94,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,285.72,0.6,N
33.85001,-118.33687,304.59,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,279.68,0.48,N
33.61178,-117.8236,297.26,0.33,0.55,2025-03-21,0858,N20,VIIRS,n,2.0NRT,278.73,0.33,N
33.77926,-118.23672,297.35,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,285.79,0.5,N
34.43122,-118.64692,303.89,0.37,0.58,2025-03-21,0858,N20,VIIRS,n,2.0NRT,282.46,0.73,N
34.33336,-118.52083,304,0.37,0.58,2025-03-21,0858,N20,VIIRS,n,2.0NRT,280.45,0.39,N
34.2924,-118.80177,298.06,0.38,0.59,2025-03-21,0858,N20,VIIRS,n,2.0NRT,281,0.89,N
34.15184,-118.19399,299.95,0.35,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,281.36,1.2,N
34.08163,-117.50022,303.78,0.64,0.54,2025-03-21,0858,N20,VIIRS,n,2.0NRT,281.42,1.67,N
33.91368,-118.41186,296.23,0.36,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,285.63,1.61,N
33.90784,-118.40456,296.04,0.36,0.57,2025-03-21,0858,N20,VIIRS,n,2.0NRT,283.92,0.75,N
34.33439,-118.5221,296.28,0.57,0.69,2025-03-21,1038,N20,VIIRS,n,2.0NRT,279.65,0.55,N
34.15468,-118.19439,297.16,0.6,0.7,2025-03-21,1038,N20,VIIRS,n,2.0NRT,278.87,0.38,N
34.28959,-118.80416,297.29,0.55,0.68,2025-03-21,1038,N20,VIIRS,n,2.0NRT,280.43,0.62,N
34.3769,-118.94041,351.07,0.59,0.53,2025-03-21,2019,N20,VIIRS,n,2.0NRT,301.11,8.52,D
34.28492,-118.98926,352.21,0.6,0.53,2025-03-21,2019,N20,VIIRS,n,2.0NRT,300.69,11.38,D
34.28377,-118.98943,352.99,0.6,0.53,2025-03-21,2019,N20,VIIRS,n,2.0NRT,301.2,10.48,D
34.28202,-118.98889,335.9,0.71,0.75,2025-03-21,2157,N20,VIIRS,n,2.0NRT,297.32,6.34,D
33.8193,-118.24435,297.72,0.33,0.55,2025-03-22,1019,N20,VIIRS,n,2.0NRT,279.2,0.78,N
34.08079,-117.50088,297.56,0.36,0.57,2025-03-22,1019,N20,VIIRS,n,2.0NRT,278.96,0.59,N
34.33516,-118.51752,302.31,0.62,0.54,2025-03-22,1019,N20,VIIRS,n,2.0NRT,280.97,0.94,N
34.29248,-118.8048,295.87,0.6,0.53,2025-03-22,1019,N20,VIIRS,n,2.0NRT,278.46,0.4,N
33.71687,-117.71094,296.67,0.35,0.57,2025-03-22,1019,N20,VIIRS,n,2.0NRT,277.55,0.52,N
33.71548,-117.7108,296.64,0.35,0.57,2025-03-22,1019,N20,VIIRS,n,2.0NRT,277.55,0.37,N
33.8465,-118.33457,296.82,0.32,0.55,2025-03-22,1019,N20,VIIRS,n,2.0NRT,274.02,0.47,N
34.4311,-118.64603,309.15,0.51,0.41,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.01,1.45,N
34.33508,-118.51911,307.79,0.52,0.41,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.54,1.37,N
34.33547,-118.52048,306.28,0.52,0.41,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.51,1.13,N
34.32206,-118.51236,297.19,0.52,0.42,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.51,0.4,N
33.61542,-117.82173,300.02,0.39,0.44,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.62,0.95,N
34.03712,-118.10313,296.77,0.55,0.43,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.8,0.41,N
34.15231,-118.19342,313.63,0.54,0.42,2025-03-23,1002,N20,VIIRS,n,2.0NRT,281.58,1.94,N
34.11462,-117.92519,295.14,0.56,0.43,2025-03-23,1002,N20,VIIRS,n,2.0NRT,282.73,0.51,N
34.29214,-118.8028,307.42,0.51,0.41,2025-03-23,1002,N20,VIIRS,n,2.0NRT,280.56,1.05,N
34.29316,-118.80061,307.25,0.5,0.41,2025-03-23,1002,N20,VIIRS,n,2.0NRT,281.47,1.32,N
33.75021,-117.85363,339.17,0.46,0.47,2025-03-23,2121,N20,VIIRS,n,2.0NRT,303.25,1.49,D
34.33512,-118.51879,309.47,0.38,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,286.98,0.98,N
34.29168,-118.80214,312.3,0.38,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,284.62,1,N
34.11631,-117.92502,299.19,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,286.02,0.44,N
34.15302,-118.19186,317.79,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,285.4,1.31,N
34.04122,-117.82201,297.83,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,284.82,0.42,N
34.03672,-118.10586,302.34,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,284.84,0.46,N
33.84577,-118.23299,297.19,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,285.62,0.34,N
33.84867,-118.33492,301.12,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,285.55,0.37,N
33.82019,-118.24323,300.6,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,289.2,1.11,N
34.43001,-118.64378,309.52,0.38,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,284.65,1.23,N
33.61424,-117.82253,314.4,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,284.18,1.06,N
33.77813,-118.23593,304.09,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,290.78,0.86,N
33.81557,-118.23575,301.64,0.39,0.36,2025-03-24,0941,N20,VIIRS,n,2.0NRT,288.69,0.73,N
33.71423,-117.7095,309.11,0.45,0.39,2025-03-25,0924,N20,VIIRS,n,2.0NRT,285.45,1.01,N
34.082,-118.23347,298.25,0.48,0.4,2025-03-25,0924,N20,VIIRS,n,2.0NRT,286.11,0.43,N
34.04155,-117.81959,300.4,0.46,0.39,2025-03-25,0924,N20,VIIRS,n,2.0NRT,286.39,0.63,N
34.15469,-118.19106,311.16,0.48,0.4,2025-03-25,0924,N20,VIIRS,n,2.0NRT,287.87,1.43,N
34.29257,-118.8023,314.1,0.51,0.41,2025-03-25,0924,N20,VIIRS,n,2.0NRT,284.92,1.76,N
34.31982,-118.51073,302.28,0.5,0.41,2025-03-25,0924,N20,VIIRS,n,2.0NRT,288.11,0.37,N
34.3254,-118.52557,305.73,0.5,0.41,2025-03-25,0924,N20,VIIRS,n,2.0NRT,288.37,0.98,N
34.33596,-118.51858,302.06,0.5,0.41,2025-03-25,0924,N20,VIIRS,n,2.0NRT,288,0.83,N
34.43201,-118.6462,312.21,0.51,0.41,2025-03-25,0924,N20,VIIRS,n,2.0NRT,286.07,1.5,N
33.61368,-117.82436,310.53,0.46,0.39,2025-03-25,0924,N20,VIIRS,n,2.0NRT,284.44,0.76,N
33.77724,-118.23621,302.23,0.48,0.4,2025-03-25,0924,N20,VIIRS,n,2.0NRT,289.86,0.92,N
34.0364,-118.10486,300.01,0.47,0.4,2025-03-25,0924,N20,VIIRS,n,2.0NRT,286.17,0.53,N
34.43108,-118.64276,333.03,0.43,0.38,2025-03-25,2042,N20,VIIRS,l,2.0NRT,307.26,3.96,D
34.02682,-118.22591,335.31,0.42,0.38,2025-03-25,2042,N20,VIIRS,l,2.0NRT,305.67,0.97,D
34.09122,-117.51693,341.52,0.4,0.37,2025-03-25,2042,N20,VIIRS,n,2.0NRT,310.47,2.29,D
34.07831,-117.53175,338.53,0.4,0.37,2025-03-25,2042,N20,VIIRS,n,2.0NRT,305.66,1.02,D
34.42964,-118.6454,315.62,0.4,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,280.08,1.69,N
34.33676,-118.51944,308.99,0.4,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,280.13,0.91,N
34.32121,-118.50974,303.51,0.4,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,279.89,0.42,N
34.40081,-118.99863,297.59,0.39,0.36,2025-03-29,0947,N20,VIIRS,n,2.0NRT,280.55,0.44,N
34.29291,-118.80375,300.01,0.4,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,278.76,0.69,N
34.2922,-118.79953,304.05,0.4,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,281.01,0.86,N
34.15324,-118.19366,299.5,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,281.16,0.52,N
34.14906,-118.72256,299.5,0.4,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,280.36,0.36,N
34.03545,-118.10648,302.75,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,282.65,0.75,N
33.90651,-118.40279,298.05,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,286.1,0.89,N
33.81919,-118.24333,299.17,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,286.71,0.79,N
33.7791,-118.23518,297.69,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,287.45,0.71,N
33.77601,-118.21772,298.23,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,283.4,0.42,N
33.7924,-118.35017,297.01,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,281.27,0.27,N
33.7356,-118.27193,296.37,0.41,0.37,2025-03-29,0947,N20,VIIRS,n,2.0NRT,282.92,0.42,N
33.61343,-117.82351,303.62,0.42,0.38,2025-03-29,0947,N20,VIIRS,n,2.0NRT,281.91,0.81,N
34.43095,-118.64445,314.1,0.44,0.38,2025-03-30,0930,N20,VIIRS,n,2.0NRT,277.28,1.67,N
33.84867,-118.33321,325.51,0.39,0.36,2025-03-30,2046,N20,VIIRS,n,2.0NRT,293.7,1.47,D
34.15535,-118.19439,302.97,0.44,0.62,2025-04-01,0852,N20,VIIRS,n,2.0NRT,275.93,0.73,N
33.84765,-118.33513,296.78,0.44,0.63,2025-04-01,0852,N20,VIIRS,n,2.0NRT,277.43,1.41,N
33.84737,-118.33624,306.54,0.44,0.63,2025-04-01,0852,N20,VIIRS,n,2.0NRT,277.39,1.45,N
34.42838,-118.64559,297.88,0.45,0.63,2025-04-01,1032,N20,VIIRS,n,2.0NRT,276.82,0.42,N
34.29338,-118.8007,303.94,0.48,0.48,2025-04-02,1013,N20,VIIRS,n,2.0NRT,276.97,1.02,N
34.15257,-118.19021,300.07,0.52,0.5,2025-04-02,1013,N20,VIIRS,n,2.0NRT,277.74,0.67,N
33.71694,-117.70958,297.23,0.57,0.52,2025-04-02,1013,N20,VIIRS,n,2.0NRT,277.93,0.86,N
33.84947,-118.3368,296.51,0.52,0.5,2025-04-02,1013,N20,VIIRS,n,2.0NRT,280.64,1.18,N
33.8482,-118.33132,296.82,0.52,0.5,2025-04-02,1013,N20,VIIRS,n,2.0NRT,281.44,1.18,N
33.61264,-117.82143,296.67,0.56,0.52,2025-04-02,1013,N20,VIIRS,n,2.0NRT,279.03,0.77,N
33.84782,-118.33285,309.71,0.52,0.5,2025-04-02,1013,N20,VIIRS,n,2.0NRT,281.15,1.01,N
34.42932,-118.64433,300.92,0.49,0.48,2025-04-02,1013,N20,VIIRS,n,2.0NRT,276.08,1.26,N
34.33626,-118.52166,300.77,0.5,0.49,2025-04-02,1013,N20,VIIRS,n,2.0NRT,275.79,1.28,N
34.3368,-118.51723,305.05,0.5,0.49,2025-04-02,1013,N20,VIIRS,n,2.0NRT,276.32,0.8,N
34.29347,-118.7995,298.66,0.48,0.48,2025-04-02,1013,N20,VIIRS,n,2.0NRT,276.75,1.25,N
34.15456,-118.19491,306.66,0.52,0.5,2025-04-02,1013,N20,VIIRS,n,2.0NRT,277.16,1.62,N
34.3342,-118.51858,309.89,0.44,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,276.05,1.12,N
33.77848,-118.23545,299.51,0.46,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,286.52,0.99,N
33.82114,-118.24448,300.12,0.46,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,284.67,1.02,N
33.84916,-118.33398,302.11,0.46,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,281.81,0.73,N
33.85268,-118.33303,296.19,0.46,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,284.97,0.73,N
33.93394,-117.84102,296.83,0.48,0.4,2025-04-03,0954,N20,VIIRS,n,2.0NRT,280.01,0.66,N
34.03714,-118.10551,297.02,0.46,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,280.23,0.56,N
34.15212,-118.19175,318.1,0.46,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,279.3,1.46,N
34.2907,-118.80143,312.67,0.43,0.38,2025-04-03,0954,N20,VIIRS,n,2.0NRT,277.25,1.47,N
34.24256,-118.3798,297.1,0.45,0.39,2025-04-03,0954,N20,VIIRS,n,2.0NRT,277.15,0.46,N
34.43049,-118.64242,310.61,0.44,0.38,2025-04-03,0954,N20,VIIRS,n,2.0NRT,276.56,0.95,N
33.77993,-117.54144,352.46,0.39,0.44,2025-04-03,2114,N20,VIIRS,n,2.0NRT,293.51,37.72,D
33.78851,-117.53756,338.4,0.39,0.44,2025-04-03,2114,N20,VIIRS,n,2.0NRT,295.07,21.16,D
33.78399,-117.54166,342.85,0.39,0.44,2025-04-03,2114,N20,VIIRS,n,2.0NRT,305.33,37.72,D
33.81597,-118.23687,301.88,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,285.93,1.19,N
33.71597,-117.71141,303.53,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,279.24,0.75,N
33.77838,-118.23631,303.43,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,287.49,1.11,N
33.61373,-117.82204,306.72,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,278.58,0.84,N
33.77527,-118.21548,295.06,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,282.53,0.2,N
33.84744,-118.33353,305.4,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,282.52,1.51,N
33.82052,-118.24449,301.4,0.39,0.36,2025-04-04,0934,N20,VIIRS,n,2.0NRT,285.22,0.89,N
34.03722,-118.10384,299.09,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,280.2,0.26,N
33.9332,-117.84101,300.69,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,280.12,0.55,N
33.90913,-118.40853,296.79,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,286.59,0.73,N
34.43,-118.6462,319.51,0.4,0.37,2025-04-04,0937,N20,VIIRS,n,2.0NRT,276.64,1.43,N
34.0345,-118.10643,296.78,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,279.55,0.28,N
34.33623,-118.52017,311.21,0.4,0.37,2025-04-04,0937,N20,VIIRS,n,2.0NRT,278.17,1.4,N
34.32109,-118.51034,301.86,0.39,0.37,2025-04-04,0937,N20,VIIRS,n,2.0NRT,278.68,0.56,N
34.245,-118.38087,304.5,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,277.43,0.68,N
34.29217,-118.80174,322.85,0.4,0.37,2025-04-04,0937,N20,VIIRS,n,2.0NRT,278.89,1.77,N
34.11568,-117.92343,298.53,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,279.85,0.33,N
34.15307,-118.19507,307.87,0.39,0.36,2025-04-04,0937,N20,VIIRS,n,2.0NRT,277.92,0.71,N
33.84933,-118.33447,332.54,0.38,0.36,2025-04-04,2053,N20,VIIRS,l,2.0NRT,304.64,1.3,D
33.77877,-118.23801,300.97,0.57,0.43,2025-04-05,0915,N20,VIIRS,n,2.0NRT,287.63,1.26,N
34.42904,-118.64753,295.44,0.41,0.45,2025-04-05,0915,N20,VIIRS,n,2.0NRT,279.52,1.2,N
34.33347,-118.52076,305.5,0.4,0.44,2025-04-05,0915,N20,VIIRS,n,2.0NRT,281.22,0.65,N
34.29329,-118.8007,314.87,0.41,0.45,2025-04-05,0915,N20,VIIRS,n,2.0NRT,281.7,1.01,N
34.24434,-118.38232,300.13,0.39,0.44,2025-04-05,0915,N20,VIIRS,n,2.0NRT,279.44,0.48,N
34.15461,-118.19173,310.91,0.57,0.43,2025-04-05,0915,N20,VIIRS,n,2.0NRT,281.2,1.52,N
34.04288,-117.82322,296.93,0.55,0.42,2025-04-05,0915,N20,VIIRS,n,2.0NRT,281.6,0.66,N
33.93359,-117.84167,302.25,0.55,0.42,2025-04-05,0915,N20,VIIRS,n,2.0NRT,283.12,1.2,N
33.90894,-118.41023,299.41,0.39,0.44,2025-04-05,0915,N20,VIIRS,n,2.0NRT,287.83,0.82,N
33.84785,-118.33479,315.25,0.39,0.44,2025-04-05,0915,N20,VIIRS,n,2.0NRT,283.81,2.05,N
33.81791,-118.24381,296.98,0.57,0.43,2025-04-05,0915,N20,VIIRS,n,2.0NRT,285.92,1.16,N
33.81987,-118.24393,298.57,0.57,0.43,2025-04-05,0915,N20,VIIRS,n,2.0NRT,286.49,1.53,N
33.81521,-118.23842,297.2,0.57,0.43,2025-04-05,0915,N20,VIIRS,n,2.0NRT,287.13,1.82,N
33.71574,-117.71229,302.27,0.54,0.42,2025-04-05,0915,N20,VIIRS,n,2.0NRT,281.57,1.26,N
33.61314,-117.8256,306.22,0.54,0.42,2025-04-05,0915,N20,VIIRS,n,2.0NRT,280.73,0.78,N
34.33397,-118.51965,299.06,0.37,0.58,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.4,0.53,N
34.29219,-118.8038,309.03,0.38,0.59,2025-04-06,0858,N20,VIIRS,n,2.0NRT,280.81,0.69,N
34.43158,-118.64594,304.63,0.38,0.59,2025-04-06,0858,N20,VIIRS,n,2.0NRT,280.5,0.7,N
34.29099,-118.80371,307.72,0.38,0.59,2025-04-06,0858,N20,VIIRS,n,2.0NRT,281.17,0.86,N
34.15346,-118.19498,314.71,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.2,1.05,N
34.15344,-118.19453,315.2,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.18,0.99,N
34.03653,-118.10709,297.43,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,282.71,0.37,N
34.036,-118.10567,298,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,282.23,0.27,N
33.93336,-117.84124,298.54,0.33,0.56,2025-04-06,0858,N20,VIIRS,n,2.0NRT,282.87,0.59,N
33.90971,-118.41257,296.12,0.36,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,285.19,1.51,N
33.84814,-118.21216,300.32,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.07,0.5,N
33.8512,-118.33618,296.34,0.36,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,284.8,1,N
33.8519,-118.33452,298.49,0.36,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,285.94,1.09,N
33.82409,-118.24421,295.83,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,285.63,0.39,N
33.81884,-118.24475,303.8,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,288.69,0.89,N
33.79702,-118.2355,299.27,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,288.87,0.78,N
33.78129,-118.23728,297.65,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,287.58,0.47,N
33.77425,-118.28811,300.5,0.35,0.57,2025-04-06,0858,N20,VIIRS,n,2.0NRT,289.32,0.74,N
33.71754,-117.71231,305.43,0.33,0.55,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.73,0.64,N
33.61457,-117.824,305.54,0.33,0.55,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.27,0.43,N
34.32276,-118.51319,297.39,0.37,0.58,2025-04-06,0858,N20,VIIRS,n,2.0NRT,283.41,0.37,N
34.28972,-118.8035,299.71,0.54,0.68,2025-04-06,1038,N20,VIIRS,n,2.0NRT,281.26,0.6,N
34.15211,-118.1919,296.95,0.59,0.7,2025-04-06,1038,N20,VIIRS,n,2.0NRT,283.27,0.75,N
34.15665,-118.19346,297.55,0.59,0.7,2025-04-06,1038,N20,VIIRS,n,2.0NRT,281.63,0.81,N
33.84769,-118.33949,297.01,0.67,0.74,2025-04-07,0839,N20,VIIRS,n,2.0NRT,282.02,1.04,N
33.93239,-117.83941,295.85,0.34,0.56,2025-04-07,1019,N20,VIIRS,n,2.0NRT,281.38,0.75,N
33.71598,-117.71141,305.36,0.35,0.57,2025-04-07,1019,N20,VIIRS,n,2.0NRT,282.21,0.53,N
33.85321,-118.33428,296.68,0.32,0.55,2025-04-07,1019,N20,VIIRS,n,2.0NRT,286.14,0.79,N
33.82042,-118.24333,302.78,0.33,0.55,2025-04-07,1019,N20,VIIRS,n,2.0NRT,288.98,0.91,N
33.81388,-118.23827,299.29,0.33,0.55,2025-04-07,1019,N20,VIIRS,n,2.0NRT,288.29,1.09,N
33.77655,-118.23638,297.23,0.33,0.55,2025-04-07,1019,N20,VIIRS,n,2.0NRT,286.9,0.73,N
33.80498,-118.24511,297.44,0.33,0.55,2025-04-07,1019,N20,VIIRS,n,2.0NRT,286.47,0.57,N
