latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
33.61572,-117.82082,296.21,0.35,0.57,2025-04-07,1019,N20,VIIRS,n,2.0NRT,280.87,0.25,N
34.42889,-118.64373,299.08,0.6,0.53,2025-04-07,1019,N20,VIIRS,n,2.0NRT,279.58,0.59,N
34.15271,-118.19382,314.4,0.32,0.55,2025-04-07,1019,N20,VIIRS,n,2.0NRT,284.47,1.07,N
34.43039,-118.64678,309.06,0.51,0.41,2025-04-08,1000,N20,VIIRS,n,2.0NRT,282.96,1.32,N
34.32115,-118.51379,296.06,0.52,0.41,2025-04-08,1000,N20,VIIRS,n,2.0NRT,285.4,0.43,N
34.33453,-118.52187,311.04,0.52,0.41,2025-04-08,1000,N20,VIIRS,n,2.0NRT,285.33,0.9,N
34.15445,-118.18981,305.21,0.54,0.42,2025-04-08,1002,N20,VIIRS,n,2.0NRT,284.36,0.96,N
33.61452,-117.82384,305.13,0.38,0.43,2025-04-08,1002,N20,VIIRS,n,2.0NRT,282.57,1.31,N
33.71797,-117.71039,299.01,0.39,0.44,2025-04-08,1002,N20,VIIRS,n,2.0NRT,282.52,0.97,N
33.85249,-118.33374,296.6,0.54,0.42,2025-04-08,1002,N20,VIIRS,n,2.0NRT,283.16,1.08,N
34.1556,-118.19555,295.25,0.54,0.42,2025-04-08,1002,N20,VIIRS,n,2.0NRT,283.46,0.96,N
34.2911,-118.80223,313.39,0.5,0.41,2025-04-08,1002,N20,VIIRS,n,2.0NRT,282.36,1.59,N
34.28503,-118.94288,342.08,0.4,0.45,2025-04-08,2121,N20,VIIRS,n,2.0NRT,303.94,3.18,D
34.43089,-118.64561,309.62,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.73,0.82,N
34.33592,-118.52098,309.22,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,286.34,0.51,N
34.32087,-118.51161,299.72,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.19,0.42,N
34.24216,-118.38004,302.55,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.02,0.43,N
34.29173,-118.80028,309.66,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,286.21,0.65,N
34.15405,-118.19356,311.11,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.96,1.01,N
34.04173,-117.81967,297.76,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.43,0.18,N
34.03702,-118.10382,305.43,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,286.19,0.5,N
33.93232,-117.84027,298.17,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.58,0.41,N
33.92573,-118.42706,302.33,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,284.77,0.4,N
33.90931,-118.40952,301.46,0.38,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,290.84,0.95,N
33.85219,-118.33203,300.03,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,289.67,1.32,N
33.84891,-118.33278,306.78,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,287.29,0.55,N
33.82114,-118.24523,301.42,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,288.04,1.62,N
33.71616,-117.71106,311.67,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,285.05,1.23,N
33.77908,-118.23791,302.15,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,290.67,1.27,N
33.79383,-118.34987,302.04,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,284,0.36,N
33.6155,-117.82418,304.12,0.39,0.36,2025-04-09,0941,N20,VIIRS,n,2.0NRT,283.86,0.39,N
34.29192,-118.80169,334.25,0.4,0.37,2025-04-09,2101,N20,VIIRS,l,2.0NRT,308.8,1.45,D
34.43003,-118.64428,308.85,0.51,0.41,2025-04-10,0924,N20,VIIRS,n,2.0NRT,285.85,1.52,N
34.33435,-118.52207,310.54,0.5,0.41,2025-04-10,0924,N20,VIIRS,n,2.0NRT,286.73,0.93,N
34.32191,-118.51352,301.54,0.5,0.41,2025-04-10,0924,N20,VIIRS,n,2.0NRT,284.94,0.25,N
34.2454,-118.38082,295.44,0.49,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,285.38,0.41,N
34.29046,-118.80054,303.83,0.51,0.41,2025-04-10,0924,N20,VIIRS,n,2.0NRT,285.14,0.72,N
34.15282,-118.19408,317.9,0.48,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,287.1,2.04,N
34.11584,-117.92422,299.29,0.47,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,287.68,0.69,N
34.04274,-117.82108,299.81,0.46,0.39,2025-04-10,0924,N20,VIIRS,n,2.0NRT,285.9,0.59,N
34.03792,-118.10726,299.66,0.48,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,286.11,0.37,N
33.85369,-118.33371,303.38,0.48,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,291.22,1.32,N
33.82029,-118.24425,304.7,0.48,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,290.81,1.48,N
33.7176,-117.71201,310.45,0.46,0.39,2025-04-10,0924,N20,VIIRS,n,2.0NRT,286.32,1.34,N
33.77817,-118.236,304.46,0.48,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,292.51,0.95,N
33.7152,-117.70927,312.42,0.45,0.39,2025-04-10,0924,N20,VIIRS,n,2.0NRT,285.18,1.13,N
33.77892,-118.23743,304.97,0.48,0.4,2025-04-10,0924,N20,VIIRS,n,2.0NRT,291.6,1.12,N
33.61414,-117.82063,309.35,0.46,0.39,2025-04-10,0924,N20,VIIRS,n,2.0NRT,284.56,1.14,N
34.18908,-118.45699,301.41,0.59,0.53,2025-04-11,0905,N20,VIIRS,n,2.0NRT,286.9,2.05,N
34.42888,-118.64487,299.13,0.61,0.53,2025-04-11,0905,N20,VIIRS,n,2.0NRT,285.79,0.67,N
34.43195,-118.64483,299.31,0.61,0.53,2025-04-11,0905,N20,VIIRS,n,2.0NRT,286.39,1.27,N
34.3378,-118.52003,299.4,0.6,0.53,2025-04-11,0905,N20,VIIRS,n,2.0NRT,289.04,0.83,N
34.29379,-118.80266,300.91,0.62,0.54,2025-04-11,0905,N20,VIIRS,n,2.0NRT,284.92,0.62,N
34.18748,-118.45637,321.18,0.59,0.53,2025-04-11,0905,N20,VIIRS,n,2.0NRT,287.09,2.33,N
34.18854,-118.45058,317.91,0.59,0.53,2025-04-11,0905,N20,VIIRS,n,2.0NRT,288.19,2.05,N
34.15202,-118.19166,301.04,0.57,0.52,2025-04-11,0905,N20,VIIRS,n,2.0NRT,289.06,1.23,N
34.03977,-117.8233,297.29,0.54,0.51,2025-04-11,0905,N20,VIIRS,n,2.0NRT,286.89,0.56,N
33.77908,-118.23692,302.66,0.57,0.52,2025-04-11,0905,N20,VIIRS,n,2.0NRT,291.77,1.43,N
33.61407,-117.82254,302.35,0.53,0.5,2025-04-11,0905,N20,VIIRS,n,2.0NRT,285.64,0.63,N
33.61576,-117.8232,298.42,0.53,0.5,2025-04-11,0905,N20,VIIRS,n,2.0NRT,285.6,0.62,N
34.1536,-118.19415,299.3,0.72,0.76,2025-04-11,1043,N20,VIIRS,n,2.0NRT,287.5,0.86,N
34.25257,-118.76478,303.1,0.67,0.73,2025-04-11,1043,N20,VIIRS,n,2.0NRT,284.96,0.51,N
33.71706,-117.71372,299.34,0.5,0.66,2025-04-12,0845,N20,VIIRS,n,2.0NRT,284.9,0.93,N
33.71622,-117.71417,296.01,0.5,0.66,2025-04-12,0845,N20,VIIRS,n,2.0NRT,283.76,0.54,N
34.42985,-118.64521,299.88,0.37,0.58,2025-04-12,1026,N20,VIIRS,n,2.0NRT,284.1,0.72,N
34.3182,-118.51321,295.53,0.38,0.58,2025-04-12,1026,N20,VIIRS,n,2.0NRT,283.85,0.31,N
34.29188,-118.80418,296.67,0.36,0.58,2025-04-12,1026,N20,VIIRS,n,2.0NRT,282.55,0.85,N
34.15545,-118.19368,310.82,0.4,0.6,2025-04-12,1026,N20,VIIRS,n,2.0NRT,284.51,0.73,N
34.15348,-118.19237,310.11,0.4,0.6,2025-04-12,1026,N20,VIIRS,n,2.0NRT,284.4,0.86,N
34.33691,-118.52016,305.83,0.38,0.58,2025-04-12,1026,N20,VIIRS,n,2.0NRT,285.09,0.49,N
33.69489,-117.8419,341.6,0.53,0.67,2025-04-12,2146,N20,VIIRS,n,2.0NRT,292.56,8.37,D
34.29431,-118.80249,295.9,0.4,0.44,2025-04-13,1009,N20,VIIRS,n,2.0NRT,282.11,0.84,N
34.4309,-118.64295,308.07,0.4,0.45,2025-04-13,1009,N20,VIIRS,n,2.0NRT,283.99,1.48,N
34.33693,-118.5206,310.98,0.41,0.45,2025-04-13,1009,N20,VIIRS,n,2.0NRT,283.28,1.29,N
34.32126,-118.5121,300.39,0.4,0.37,2025-04-14,0947,N20,VIIRS,n,2.0NRT,280.7,0.32,N
34.42983,-118.64679,310.11,0.4,0.37,2025-04-14,0947,N20,VIIRS,n,2.0NRT,281.56,0.97,N
34.4291,-118.64253,296.57,0.4,0.37,2025-04-14,0947,N20,VIIRS,n,2.0NRT,281.43,0.72,N
34.33609,-118.51743,318.54,0.4,0.37,2025-04-14,0947,N20,VIIRS,n,2.0NRT,283.09,1.44,N
34.1516,-118.19159,331.05,0.47,0.39,2025-04-14,2108,N20,VIIRS,l,2.0NRT,301.71,1.97,D
34.24411,-118.37992,300.87,0.43,0.38,2025-04-15,0930,N20,VIIRS,n,2.0NRT,281.66,0.51,N
34.33363,-118.51834,326.56,0.43,0.38,2025-04-15,0930,N20,VIIRS,n,2.0NRT,281.06,1.82,N
34.32439,-118.52929,298.72,0.43,0.38,2025-04-15,0930,N20,VIIRS,n,2.0NRT,279.83,0.84,N
34.31851,-118.51189,299.52,0.43,0.38,2025-04-15,0930,N20,VIIRS,n,2.0NRT,279.92,0.76,N
34.15326,-118.19376,315.98,0.42,0.38,2025-04-15,0930,N20,VIIRS,n,2.0NRT,282.16,1.83,N
34.25589,-117.63931,340.58,0.38,0.36,2025-04-15,2049,N20,VIIRS,n,2.0NRT,297.17,5.95,D
34.29169,-118.80276,296.54,0.5,0.49,2025-04-16,0909,N20,VIIRS,n,2.0NRT,272.35,0.48,N
33.85323,-118.33114,298.44,0.53,0.5,2025-04-18,1013,N20,VIIRS,n,2.0NRT,285.89,1.2,N
34.32177,-118.5109,299.4,0.45,0.39,2025-04-19,0954,N20,VIIRS,n,2.0NRT,279.06,0.31,N
34.33404,-118.51775,315.7,0.45,0.39,2025-04-19,0954,N20,VIIRS,n,2.0NRT,280.49,1.57,N
34.03629,-118.10536,301.45,0.47,0.39,2025-04-19,0956,N20,VIIRS,n,2.0NRT,281.79,0.54,N
34.14811,-118.71949,295.89,0.44,0.38,2025-04-19,0956,N20,VIIRS,n,2.0NRT,279.27,0.51,N
33.93243,-117.84045,302.95,0.48,0.4,2025-04-19,0956,N20,VIIRS,n,2.0NRT,281.4,1.06,N
33.82065,-118.2459,295.57,0.46,0.39,2025-04-19,0956,N20,VIIRS,n,2.0NRT,284.57,0.92,N
34.29131,-118.80119,312.71,0.44,0.38,2025-04-19,0956,N20,VIIRS,n,2.0NRT,281.01,1.71,N
34.15359,-118.18991,331.43,0.55,0.43,2025-04-19,2114,N20,VIIRS,l,2.0NRT,305,1.27,D
34.15216,-118.19328,310.17,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,283.62,1.04,N
34.04168,-117.82249,296.02,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,282.08,0.45,N
34.03696,-118.10654,307.08,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,283.05,0.42,N
33.93216,-117.84119,313.62,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,282.84,1.18,N
33.85308,-118.33285,307.55,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,290,1.5,N
33.81958,-118.24352,302.61,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,288.2,1.07,N
33.81503,-118.23592,301.91,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,287.74,1.07,N
33.71476,-117.71122,308.35,0.38,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,280.91,1.01,N
33.79424,-118.34779,295.49,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,282.32,0.3,N
33.6127,-117.82143,315.04,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,281.92,0.72,N
33.77747,-118.23541,301.05,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,288.92,1.22,N
34.42921,-118.64276,302.31,0.4,0.37,2025-04-20,0934,N20,VIIRS,n,2.0NRT,280.67,1.11,N
34.3361,-118.5215,305.56,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,281.2,0.76,N
34.33549,-118.5173,300.46,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,281.92,0.74,N
34.32097,-118.51169,303.37,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,280.26,0.62,N
34.29203,-118.80275,316.72,0.4,0.37,2025-04-20,0934,N20,VIIRS,n,2.0NRT,280.26,1.26,N
34.15532,-118.19422,314.28,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,282.73,0.43,N
34.1148,-117.92367,300.78,0.39,0.36,2025-04-20,0934,N20,VIIRS,n,2.0NRT,283.47,0.43,N
34.17751,-118.31451,337.99,0.39,0.36,2025-04-20,2055,N20,VIIRS,l,2.0NRT,308.9,0.7,D
34.33397,-118.51878,331.75,0.39,0.36,2025-04-20,2055,N20,VIIRS,l,2.0NRT,306.59,3.86,D
34.3337,-118.52055,305.6,0.39,0.44,2025-04-21,0917,N20,VIIRS,n,2.0NRT,279.2,1.36,N
34.42946,-118.64639,308.12,0.4,0.44,2025-04-21,0917,N20,VIIRS,n,2.0NRT,278.12,1.32,N
34.29256,-118.80039,299.81,0.41,0.45,2025-04-21,0917,N20,VIIRS,n,2.0NRT,271.77,0.86,N
34.15392,-118.19088,296.88,0.57,0.43,2025-04-21,0917,N20,VIIRS,n,2.0NRT,271.05,1.02,N
34.334,-118.52072,305.33,0.37,0.58,2025-04-22,0858,N20,VIIRS,n,2.0NRT,282.26,0.54,N
34.31936,-118.51311,296.36,0.37,0.58,2025-04-22,0858,N20,VIIRS,n,2.0NRT,280.79,0.24,N
34.154,-118.19358,305.5,0.35,0.57,2025-04-22,0858,N20,VIIRS,n,2.0NRT,282.04,0.73,N
34.04206,-117.82165,300.29,0.33,0.55,2025-04-22,0858,N20,VIIRS,n,2.0NRT,281.96,0.42,N
33.90998,-118.41203,295.22,0.36,0.57,2025-04-22,0858,N20,VIIRS,n,2.0NRT,284.8,0.76,N
34.33737,-118.51945,297.36,0.56,0.69,2025-04-22,1038,N20,VIIRS,n,2.0NRT,280.92,0.41,N
33.93246,-117.84102,316.89,0.39,0.36,2025-04-25,0941,N20,VIIRS,n,2.0NRT,279.71,1.66,N
34.33665,-118.52032,296.62,0.38,0.36,2025-04-25,0941,N20,VIIRS,n,2.0NRT,281.5,0.78,N
34.32421,-118.52751,297.16,0.38,0.36,2025-04-25,0941,N20,VIIRS,n,2.0NRT,278.49,0.66,N
33.86553,-118.22328,327.69,0.42,0.38,2025-04-26,2042,N20,VIIRS,l,2.0NRT,300.25,2.07,D
33.82178,-118.24393,297.41,0.56,0.52,2025-04-27,0905,N20,VIIRS,n,2.0NRT,283.54,1.28,N
34.43214,-118.64398,297.95,0.6,0.53,2025-04-27,0905,N20,VIIRS,n,2.0NRT,276.68,1.37,N
34.43007,-118.64402,297.33,0.6,0.53,2025-04-27,0905,N20,VIIRS,n,2.0NRT,276.66,1.02,N
34.33645,-118.52042,296.81,0.59,0.53,2025-04-27,0905,N20,VIIRS,n,2.0NRT,276.06,1.12,N
34.33334,-118.52155,298.4,0.59,0.53,2025-04-27,0905,N20,VIIRS,n,2.0NRT,275.23,0.84,N
34.29187,-118.8033,297.46,0.61,0.54,2025-04-27,0905,N20,VIIRS,n,2.0NRT,276.97,1.34,N
34.15594,-118.19567,301.44,0.56,0.52,2025-04-27,0905,N20,VIIRS,n,2.0NRT,277.21,0.83,N
33.93121,-117.84012,297.07,0.53,0.5,2025-04-27,0905,N20,VIIRS,n,2.0NRT,279.29,0.99,N
34.33694,-118.52107,296.3,0.56,0.69,2025-04-28,0845,N20,VIIRS,n,2.0NRT,278.06,0.6,N
34.33426,-118.52034,307.21,0.38,0.59,2025-04-28,1026,N20,VIIRS,n,2.0NRT,278.15,0.79,N
34.42823,-118.64397,296.56,0.37,0.58,2025-04-28,1026,N20,VIIRS,n,2.0NRT,278.23,0.65,N
34.33579,-118.51841,304.59,0.38,0.59,2025-04-28,1026,N20,VIIRS,n,2.0NRT,278.36,0.79,N
34.15442,-118.19321,307.3,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,279.32,0.9,N
34.15282,-118.19291,307.76,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,279.3,0.69,N
34.29032,-118.80231,307.78,0.37,0.58,2025-04-28,1026,N20,VIIRS,n,2.0NRT,279.09,0.82,N
33.85571,-118.33167,297.96,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,284.62,1.36,N
33.82109,-118.24416,300.07,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,284.64,1.02,N
33.81358,-118.23777,295.12,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,284.47,1.32,N
33.85477,-118.33264,301.71,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,284.33,1.14,N
33.8207,-118.24485,299,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,283.31,0.84,N
33.81324,-118.23847,297.56,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,284.96,1.03,N
33.77807,-118.23775,297.11,0.4,0.6,2025-04-28,1026,N20,VIIRS,n,2.0NRT,284.29,0.65,N
34.03609,-117.89044,304.13,0.46,0.47,2025-04-29,1009,N20,VIIRS,n,2.0NRT,280.52,0.49,N
33.80354,-118.2447,296.31,0.44,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,285.85,0.58,N
33.7798,-118.23717,297.48,0.44,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,286.34,0.75,N
34.3261,-118.52824,298.79,0.42,0.45,2025-04-29,1009,N20,VIIRS,n,2.0NRT,280.9,0.42,N
34.32265,-118.52557,301.3,0.42,0.45,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.44,0.73,N
34.31969,-118.51153,296.66,0.42,0.45,2025-04-29,1009,N20,VIIRS,n,2.0NRT,280.84,0.58,N
34.29197,-118.80394,300.59,0.4,0.44,2025-04-29,1009,N20,VIIRS,n,2.0NRT,279.94,0.75,N
34.29109,-118.79979,296.08,0.4,0.44,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.39,0.75,N
34.15519,-118.19196,311.38,0.44,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,280.85,1.47,N
33.85417,-118.33468,297.31,0.43,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,286.8,1.15,N
33.6152,-117.82344,300.01,0.47,0.48,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.5,0.8,N
34.43266,-118.6458,297.03,0.41,0.45,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.1,1.49,N
34.3371,-118.51937,296.81,0.42,0.45,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.01,0.65,N
33.85317,-118.3301,300.07,0.43,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,288.14,0.97,N
33.71566,-117.7098,305.05,0.47,0.48,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.96,0.95,N
33.82058,-118.24198,298.87,0.44,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,288.22,1.01,N
33.7152,-117.71175,303.94,0.47,0.48,2025-04-29,1009,N20,VIIRS,n,2.0NRT,281.64,1.01,N
33.82109,-118.24414,301.32,0.44,0.46,2025-04-29,1009,N20,VIIRS,n,2.0NRT,286.81,1.13,N
34.3255,-118.52751,302.64,0.4,0.37,2025-04-30,0947,N20,VIIRS,n,2.0NRT,281.68,0.85,N
34.43417,-118.64492,295.73,0.4,0.37,2025-04-30,0947,N20,VIIRS,n,2.0NRT,282.45,0.94,N
34.43084,-118.6457,318.49,0.4,0.37,2025-04-30,0947,N20,VIIRS,n,2.0NRT,282.43,0.94,N
34.03542,-117.89227,331.27,0.48,0.4,2025-04-30,2108,N20,VIIRS,l,2.0NRT,303.39,2.25,D
34.28939,-118.80249,330.75,0.45,0.39,2025-04-30,2108,N20,VIIRS,l,2.0NRT,304.63,2.39,D
