grid_id_encoded,temp,wspd,rhum,brightness,frp,confidence,fire_occurred
75,28.6,19.8,50,350.82,11.37,n,1
75,28.6,19.8,50,355.35,72.4,n,1
74,28.6,19.8,50,356.2,33.71,l,1
74,28.6,19.8,50,356.2,25.02,l,1
74,28.6,19.8,50,331.08,5.14,l,1
74,28.6,19.8,50,337.6,7.72,n,1
74,28.6,19.8,50,350.44,7.72,n,1
74,28.6,19.8,50,355.85,33.71,n,1
74,28.6,19.8,50,354.9,10.18,n,1
74,28.6,19.8,50,352.23,10.18,n,1
75,28.6,19.8,50,351.27,11.37,n,1
75,28.6,19.8,50,351.25,72.4,n,1
74,28.6,19.8,50,367.0,25.02,h,1
75,28.6,19.8,50,367.0,11.37,h,1
74,28.6,19.8,50,207.93,372.51,l,1
74,28.6,19.8,50,330.91,7.34,l,1
74,28.6,19.8,50,347.57,7.34,n,1
74,28.6,19.8,50,342.21,372.51,n,1
75,28.6,19.8,50,351.78,12.49,n,1
75,28.6,19.8,50,354.95,31.27,n,1
74,28.6,19.8,50,367.0,201.2,h,1
74,28.6,19.8,50,367.0,79.76,h,1
74,28.6,19.8,50,367.0,79.76,h,1
75,28.6,19.8,50,367.0,12.49,h,1
74,28.6,19.8,50,367.0,372.51,l,1
74,28.6,19.8,50,367.0,372.51,l,1
74,28.6,19.8,50,333.58,7.34,n,1
74,28.6,19.8,50,352.54,201.2,n,1
74,28.6,19.8,50,344.82,79.76,n,1
75,28.6,19.8,50,352.9,12.49,n,1
75,28.6,19.8,50,345.03,12.49,n,1
75,28.6,19.8,50,367.0,79.76,h,1
75,28.6,19.8,50,367.0,31.27,h,1
74,28.6,19.8,50,351.62,20.41,n,1
75,28.6,19.8,50,348.2,24.45,n,1
75,27.8,7.2,50,356.57,24.45,n,1
74,28.6,19.8,50,356.76,27.74,l,1
74,28.6,19.8,50,356.76,27.74,l,1
74,28.6,19.8,50,351.29,32.29,n,1
74,28.6,19.8,50,356.09,20.41,n,1
75,28.6,19.8,50,355.16,24.45,n,1
75,28.6,19.8,50,351.35,24.45,n,1
74,28.6,19.8,50,352.83,21.29,n,1
74,28.6,19.8,50,348.92,309.43,n,1
75,28.6,19.8,50,355.43,14.76,n,1
75,28.6,19.8,50,353.81,14.76,n,1
74,28.6,19.8,50,367.0,21.29,h,1
74,28.6,19.8,50,367.0,116.64,h,1
74,28.6,19.8,50,367.0,116.64,h,1
75,28.6,19.8,50,367.0,46.16,h,1
74,28.6,19.8,50,310.46,309.43,l,1
74,28.6,19.8,50,207.93,309.43,l,1
102,23.1,16.7,50,306.51,10.02,n,1
136,20.5,9.0,50,318.24,3.02,n,1
136,20.5,9.0,50,323.62,3.51,n,1
136,20.5,9.0,50,314.05,5.1,n,1
136,20.5,9.0,50,315.37,5.1,n,1
136,20.5,9.0,50,345.85,5.1,n,1
136,20.5,9.0,50,332.06,4.15,n,1
140,20.5,9.0,50,316.58,4.15,n,1
140,20.5,9.0,50,326.65,7.31,n,1
136,20.5,9.0,50,317.45,2.74,n,1
136,20.5,9.0,50,322.93,2.97,n,1
136,20.5,9.0,50,315.66,4.2,n,1
136,20.5,9.0,50,313.85,5.69,n,1
136,20.5,9.0,50,304.63,4.2,n,1
136,20.5,9.0,50,344.69,5.69,n,1
136,20.5,9.0,50,331.93,3.98,n,1
140,20.5,9.0,50,317.44,3.98,n,1
140,20.5,9.0,50,325.66,3.98,n,1
139,20.5,9.0,50,326.89,4.62,n,1
139,20.5,9.0,50,329.6,4.62,n,1
147,20.5,9.0,50,300.05,3.35,n,1
147,20.5,9.0,50,340.21,3.35,n,1
146,20.5,9.0,50,306.94,1.51,n,1
147,20.5,9.0,50,367.0,8.97,h,1
147,20.5,9.0,50,321.73,8.97,n,1
147,20.5,9.0,50,308.27,7.19,n,1
147,20.5,9.0,50,306.76,8.6,n,1
147,20.5,9.0,50,311.95,3.6,n,1
146,20.5,9.0,50,301.82,3.6,n,1
147,20.5,9.0,50,367.0,8.6,h,1
147,20.5,9.0,50,312.39,2.83,n,1
160,19.5,10.8,50,303.17,1.0,n,1
64,20.6,10.1,50,300.0,1.72,n,1
64,20.6,10.1,50,300.47,1.72,n,1
63,20.6,10.1,50,317.6,2.29,n,1
64,20.6,10.1,50,322.58,2.29,n,1
64,20.6,10.1,50,309.12,1.72,n,1
64,20.6,10.1,50,301.86,2.29,n,1
63,20.6,10.1,50,306.04,2.29,n,1
63,20.6,10.1,50,308.79,2.28,n,1
64,20.6,10.1,50,316.29,6.73,n,1
64,20.6,10.1,50,305.05,2.0,n,1
64,20.6,10.1,50,300.64,2.0,n,1
64,20.6,10.1,50,320.65,6.73,n,1
64,20.6,10.1,50,304.55,6.73,n,1
64,20.6,10.1,50,355.84,24.23,n,1
64,20.6,10.1,50,351.44,6.73,n,1
64,20.6,10.1,50,306.14,4.09,n,1
64,20.6,10.1,50,367.0,6.59,h,1
64,20.6,10.1,50,310.76,6.59,n,1
64,20.6,10.1,50,302.48,4.09,n,1
64,20.6,10.1,50,327.47,6.59,n,1
64,20.6,10.1,50,301.92,5.32,n,1
64,20.6,10.1,50,301.01,1.73,n,1
64,20.6,10.1,50,300.23,1.73,n,1
64,20.6,10.1,50,299.11,2.52,n,1
64,20.6,10.1,50,299.78,2.52,n,1
64,20.6,10.1,50,350.27,5.32,n,1
77,20.6,10.1,50,313.45,11.94,n,1
76,20.6,10.1,50,304.78,5.32,n,1
76,20.6,10.1,50,299.14,1.73,n,1
77,20.6,10.1,50,338.17,5.32,n,1
76,20.6,10.1,50,324.0,2.52,n,1
76,20.6,10.1,50,324.27,2.52,n,1
77,20.6,10.1,50,317.86,6.83,n,1
76,20.6,10.1,50,301.58,7.55,n,1
76,20.6,10.1,50,305.26,3.4,n,1
75,20.6,10.1,50,304.63,3.4,n,1
77,20.6,10.1,50,339.85,8.19,n,1
77,20.6,10.1,50,328.99,8.19,n,1
76,20.6,10.1,50,321.4,7.55,n,1
76,20.6,10.1,50,331.7,6.85,n,1
76,20.6,10.1,50,338.16,6.85,n,1
75,21.8,5.4,50,316.66,3.4,n,1
77,20.6,10.1,50,322.92,8.19,n,1
77,20.6,10.1,50,346.55,7.55,n,1
76,20.6,10.1,50,338.72,7.55,n,1
76,20.6,10.1,50,325.61,6.85,n,1
76,20.6,10.1,50,320.05,6.85,n,1
76,20.6,10.1,50,328.11,3.4,n,1
76,21.8,5.4,50,319.43,7.68,n,1
75,21.8,5.4,50,304.06,1.6,n,1
75,21.8,5.4,50,301.31,1.6,n,1
74,25.1,22.3,50,303.22,2.76,n,1
76,21.8,5.4,50,367.0,7.68,h,1
76,21.8,5.4,50,302.82,7.68,n,1
76,21.8,5.4,50,306.84,1.6,n,1
75,21.8,5.4,50,305.42,1.6,n,1
75,21.8,5.4,50,300.68,3.26,n,1
75,25.1,22.3,50,301.98,2.3,n,1
74,25.1,22.3,50,318.94,3.22,n,1
74,25.1,22.3,50,321.05,3.22,n,1
76,21.8,5.4,50,301.3,1.57,n,1
76,21.8,5.4,50,303.91,1.71,n,1
75,21.8,5.4,50,302.77,1.89,n,1
75,21.8,5.4,50,304.76,2.09,n,1
75,25.1,22.3,50,311.96,2.09,n,1
74,25.1,22.3,50,317.95,3.47,n,1
74,23.1,16.7,50,310.05,3.09,n,1
74,23.1,16.7,50,309.82,3.09,n,1
76,22.0,9.9,50,312.74,1.57,n,1
76,22.0,9.9,50,311.72,1.57,n,1
76,21.8,5.4,50,301.62,1.71,n,1
75,21.8,5.4,50,303.35,1.71,n,1
75,21.8,5.4,50,304.5,1.89,n,1
75,21.8,5.4,50,306.22,1.89,n,1
75,23.1,16.7,50,306.12,2.09,n,1
74,23.1,16.7,50,302.49,3.47,n,1
74,23.1,16.7,50,311.02,3.09,n,1
74,23.1,16.7,50,318.83,4.68,n,1
64,20.6,10.1,50,302.77,6.29,n,1
64,20.6,10.1,50,332.53,6.1,n,1
64,20.6,10.1,50,322.95,6.1,n,1
76,20.6,10.1,50,318.51,6.1,n,1
76,20.6,10.1,50,304.59,3.0,n,1
76,20.6,10.1,50,307.63,3.0,n,1
76,20.6,10.1,50,306.9,4.58,n,1
77,20.6,10.1,50,349.94,6.1,n,1
76,20.6,10.1,50,307.79,6.2,n,1
77,20.6,10.1,50,346.03,7.09,n,1
77,20.6,10.1,50,323.44,7.09,n,1
76,20.6,10.1,50,322.37,10.06,n,1
76,20.6,10.1,50,322.52,8.53,n,1
76,20.6,10.1,50,367.0,8.53,h,1
77,20.6,10.1,50,320.3,7.09,n,1
77,20.6,10.1,50,344.41,10.06,n,1
76,20.6,10.1,50,347.66,10.06,n,1
76,20.6,10.1,50,330.8,8.53,n,1
76,20.6,10.1,50,334.09,8.53,n,1
76,20.6,10.1,50,324.22,6.2,n,1
76,20.6,10.1,50,320.27,6.2,n,1
76,21.8,5.4,50,346.32,8.06,n,1
76,21.8,5.4,50,346.92,8.06,n,1
76,21.8,5.4,50,315.17,8.06,n,1
76,21.8,5.4,50,306.82,4.46,n,1
75,21.8,5.4,50,310.26,4.46,n,1
74,25.1,22.3,50,312.27,3.12,n,1
75,25.1,22.3,50,308.5,2.11,n,1
74,25.1,22.3,50,304.75,4.33,n,1
74,25.1,22.3,50,311.43,3.36,n,1
74,25.1,22.3,50,311.45,3.36,n,1
74,25.1,22.3,50,334.55,4.33,n,1
76,22.0,9.9,50,309.56,2.36,n,1
75,21.8,5.4,50,306.31,5.18,n,1
75,21.8,5.4,50,310.47,2.11,n,1
75,23.1,16.7,50,306.42,2.11,n,1
74,23.1,16.7,50,308.29,3.36,n,1
74,23.1,16.7,50,308.43,3.49,n,1
74,23.1,16.7,50,322.18,3.49,n,1
76,22.0,9.9,50,307.84,8.1,n,1
76,22.0,9.9,50,311.92,4.54,n,1
90,21.8,5.4,50,305.13,4.54,n,1
76,22.0,9.9,50,328.03,8.1,n,1
76,22.0,9.9,50,325.0,5.79,n,1
76,22.0,9.9,50,333.28,5.79,n,1
91,22.0,9.9,50,315.71,5.79,n,1
91,22.0,9.9,50,312.11,5.79,n,1
91,22.0,9.9,50,353.56,8.1,n,1
91,22.0,9.9,50,317.99,4.84,n,1
91,22.0,9.9,50,321.84,4.4,n,1
91,22.0,9.9,50,329.41,4.84,n,1
91,22.0,9.9,50,303.35,4.84,n,1
91,22.0,9.9,50,340.01,4.84,n,1
91,22.0,9.9,50,317.4,4.63,n,1
91,22.0,9.9,50,311.93,2.92,n,1
91,22.0,9.9,50,304.99,3.29,n,1
89,23.1,16.7,50,308.93,5.64,n,1
89,23.1,16.7,50,314.54,2.61,n,1
89,23.1,16.7,50,315.75,2.61,n,1
92,22.0,9.9,50,321.02,4.59,n,1
91,22.0,9.9,50,336.7,4.63,n,1
92,22.0,9.9,50,302.92,4.59,n,1
91,22.0,9.9,50,311.11,4.63,n,1
91,22.0,9.9,50,303.65,4.63,n,1
91,22.0,9.9,50,308.98,2.92,n,1
91,22.0,9.9,50,305.37,2.92,n,1
91,22.0,9.9,50,306.55,3.29,n,1
90,22.0,9.9,50,312.74,3.52,n,1
90,23.1,16.7,50,316.05,3.52,n,1
89,23.1,16.7,50,306.26,2.61,n,1
89,23.1,16.7,50,319.06,2.61,n,1
92,22.0,9.9,50,328.21,4.59,n,1
91,22.0,9.9,50,308.68,5.64,n,1
90,23.1,16.7,50,308.74,3.84,n,1
89,23.1,16.7,50,309.34,4.63,n,1
89,23.1,16.7,50,310.94,3.93,n,1
92,22.0,9.9,50,340.12,23.04,n,1
91,22.0,9.9,50,330.15,16.96,n,1
91,22.0,9.9,50,323.8,16.96,n,1
91,22.0,9.9,50,321.43,9.63,n,1
91,22.0,9.9,50,325.53,9.63,n,1
89,23.1,16.7,50,324.31,4.63,n,1
92,22.0,9.9,50,307.43,13.04,n,1
90,22.0,9.9,50,309.43,5.64,n,1
90,23.1,16.7,50,306.71,3.84,n,1
90,23.1,16.7,50,309.05,5.46,n,1
89,23.1,16.7,50,308.29,4.63,n,1
92,22.0,9.9,50,367.0,13.04,h,1
92,22.0,9.9,50,367.0,23.04,h,1
92,22.0,9.9,50,367.0,23.04,h,1
91,22.0,9.9,50,367.0,16.96,h,1
91,22.0,9.9,50,367.0,16.96,h,1
91,22.0,9.9,50,346.47,9.63,n,1
91,22.0,9.9,50,349.55,9.63,n,1
91,22.0,9.9,50,332.4,5.64,n,1
90,23.1,16.7,50,321.1,5.46,n,1
89,23.1,16.7,50,341.08,4.63,n,1
105,22.0,9.9,50,319.15,12.05,n,1
105,22.0,9.9,50,314.71,12.05,n,1
104,22.0,9.9,50,309.59,6.39,n,1
103,23.1,16.7,50,307.63,2.92,n,1
103,23.1,16.7,50,312.65,2.92,n,1
103,23.1,16.7,50,310.51,2.46,n,1
103,23.1,16.7,50,305.42,2.46,n,1
103,23.1,16.7,50,306.82,3.19,n,1
103,23.1,16.7,50,311.69,3.19,n,1
102,23.1,16.7,50,308.35,3.88,n,1
102,23.1,16.7,50,307.75,3.88,n,1
105,22.0,9.9,50,332.45,37.98,n,1
104,22.0,9.9,50,354.0,37.98,n,1
104,22.0,9.9,50,367.0,22.41,h,1
104,22.0,9.9,50,352.41,22.41,n,1
104,22.0,9.9,50,343.87,9.55,n,1
104,22.0,9.9,50,344.43,9.55,n,1
104,22.0,9.9,50,344.05,6.39,n,1
103,22.0,9.9,50,308.99,3.82,n,1
103,23.1,16.7,50,305.29,3.82,n,1
103,23.1,16.7,50,303.97,2.92,n,1
103,23.1,16.7,50,308.96,2.46,n,1
103,23.1,16.7,50,311.44,2.46,n,1
103,23.1,16.7,50,308.66,3.19,n,1
105,22.0,9.9,50,354.86,37.98,n,1
104,22.0,9.9,50,367.0,37.98,h,1
104,22.0,9.9,50,341.89,22.41,n,1
104,22.0,9.9,50,328.92,22.41,n,1
104,22.0,9.9,50,322.11,9.55,n,1
104,22.0,9.9,50,330.6,9.55,n,1
104,22.0,9.9,50,324.79,6.39,n,1
104,22.0,9.9,50,325.4,6.39,n,1
103,23.1,16.7,50,321.27,3.19,n,1
103,23.1,16.7,50,331.05,3.88,n,1
102,23.1,16.7,50,321.02,3.88,n,1
102,23.1,16.7,50,323.28,4.49,n,1
105,22.0,9.9,50,318.7,7.85,n,1
104,22.0,9.9,50,314.38,7.85,n,1
104,22.0,9.9,50,315.13,3.4,n,1
104,22.0,9.9,50,318.16,3.56,n,1
104,22.0,9.9,50,317.37,5.15,n,1
103,23.1,16.7,50,311.57,5.7,n,1
103,23.1,16.7,50,306.72,2.83,n,1
103,23.1,16.7,50,310.02,4.68,n,1
103,23.1,16.7,50,312.61,4.68,n,1
103,23.1,16.7,50,316.68,6.53,n,1
104,22.0,9.9,50,320.51,3.4,n,1
104,22.0,9.9,50,324.59,3.56,n,1
104,22.0,9.9,50,321.01,5.15,n,1
104,22.0,9.9,50,328.81,5.7,n,1
103,23.1,16.7,50,323.94,6.53,n,1
102,23.1,16.7,50,343.93,11.75,n,1
102,23.1,16.7,50,345.48,11.75,n,1
102,23.1,16.7,50,331.92,8.68,n,1
104,22.0,9.9,50,315.31,3.4,n,1
104,22.0,9.9,50,303.22,3.4,n,1
104,22.0,9.9,50,307.87,3.56,n,1
104,22.0,9.9,50,308.04,3.56,n,1
104,22.0,9.9,50,306.81,5.15,n,1
103,23.1,16.7,50,303.63,2.83,n,1
103,23.1,16.7,50,306.59,2.83,n,1
103,23.1,16.7,50,307.42,4.68,n,1
105,22.0,9.9,50,343.04,16.57,n,1
105,22.0,9.9,50,367.0,7.85,h,1
104,22.0,9.9,50,328.13,7.85,n,1
104,22.0,9.9,50,330.66,5.15,n,1
104,22.0,9.9,50,332.94,5.7,n,1
103,23.1,16.7,50,329.9,5.7,n,1
103,23.1,16.7,50,345.47,4.68,n,1
103,23.1,16.7,50,322.56,6.53,n,1
104,22.0,9.9,50,310.05,9.38,n,1
104,22.0,9.9,50,316.97,9.38,n,1
105,22.0,9.9,50,352.18,53.41,n,1
105,22.0,9.9,50,350.35,57.47,n,1
104,22.0,9.9,50,355.23,57.47,n,1
104,22.0,9.9,50,367.0,16.58,h,1
104,22.0,9.9,50,332.55,16.58,n,1
104,22.0,9.9,50,323.13,11.12,n,1
104,22.0,9.9,50,327.02,11.12,n,1
104,23.1,16.7,50,330.6,10.08,n,1
103,23.1,16.7,50,367.0,10.08,h,1
103,23.1,16.7,50,355.73,15.74,n,1
103,23.1,16.7,50,367.0,15.74,h,1
103,23.1,16.7,50,354.86,9.73,n,1
103,23.1,16.7,50,347.16,9.73,n,1
103,23.1,16.7,50,344.66,9.08,n,1
103,23.1,16.7,50,353.94,9.08,n,1
102,23.1,16.7,50,367.0,16.06,h,1
102,23.1,16.7,50,353.6,16.06,n,1
104,22.0,9.9,50,303.99,57.47,n,1
104,22.0,9.9,50,310.02,10.08,n,1
103,23.1,16.7,50,302.23,9.73,n,1
103,23.1,16.7,50,300.8,9.08,n,1
103,23.1,16.7,50,306.15,9.08,n,1
104,22.0,9.9,50,346.1,16.58,n,1
104,22.0,9.9,50,342.7,16.58,n,1
104,22.0,9.9,50,347.55,11.12,n,1
104,22.0,9.9,50,356.11,11.12,n,1
104,22.0,9.9,50,367.0,9.38,h,1
104,22.0,9.9,50,331.98,9.38,n,1
103,23.1,16.7,50,340.72,10.08,n,1
103,23.1,16.7,50,343.17,15.74,n,1
103,23.1,16.7,50,320.09,15.74,n,1
103,23.1,16.7,50,328.0,9.73,n,1
104,22.0,9.9,50,299.89,5.43,n,1
104,22.0,9.9,50,312.62,38.43,n,1
104,22.0,9.9,50,314.05,15.42,n,1
103,25.1,22.3,50,303.15,3.06,n,1
104,22.0,9.9,50,367.0,38.43,h,1
104,22.0,9.9,50,355.8,59.95,n,1
104,22.0,9.9,50,367.0,59.95,h,1
104,22.0,9.9,50,367.0,15.42,h,1
105,22.0,9.9,50,299.73,3.22,n,1
104,22.0,9.9,50,302.83,5.43,n,1
104,25.1,22.3,50,300.75,15.42,n,1
104,22.0,9.9,50,327.18,5.43,n,1
104,22.0,9.9,50,354.73,38.43,n,1
104,22.0,9.9,50,354.49,38.43,n,1
104,22.0,9.9,50,345.7,59.95,n,1
104,25.1,22.3,50,367.0,59.95,h,1
92,22.0,9.9,50,312.06,8.05,n,1
104,22.0,9.9,50,316.21,3.64,n,1
103,22.0,9.9,50,302.64,3.64,n,1
103,23.1,16.7,50,301.49,1.47,n,1
103,23.1,16.7,50,302.85,1.47,n,1
103,23.1,16.7,50,309.17,2.13,n,1
103,23.1,16.7,50,309.2,2.13,n,1
103,23.1,16.7,50,302.73,2.16,n,1
103,23.1,16.7,50,307.94,2.16,n,1
103,23.1,16.7,50,310.89,3.3,n,1
102,23.1,16.7,50,307.97,3.3,n,1
92,22.0,9.9,50,340.76,20.87,n,1
92,22.0,9.9,50,339.23,20.87,n,1
92,22.0,9.9,50,354.09,41.91,n,1
91,22.0,9.9,50,353.5,41.91,n,1
104,22.0,9.9,50,367.0,16.43,h,1
104,22.0,9.9,50,347.96,16.43,n,1
104,22.0,9.9,50,349.07,9.46,n,1
104,22.0,9.9,50,345.78,9.46,n,1
103,22.0,9.9,50,305.17,3.64,n,1
103,23.1,16.7,50,303.16,1.47,n,1
103,23.1,16.7,50,301.86,1.47,n,1
103,23.1,16.7,50,309.6,2.13,n,1
103,23.1,16.7,50,306.01,2.13,n,1
103,23.1,16.7,50,305.62,2.16,n,1
103,23.1,16.7,50,306.08,2.16,n,1
103,23.1,16.7,50,315.42,3.3,n,1
102,23.1,16.7,50,319.58,3.89,n,1
102,23.1,16.7,50,315.81,3.89,n,1
105,22.0,9.9,50,354.62,20.87,n,1
104,22.0,9.9,50,367.0,41.91,h,1
104,22.0,9.9,50,350.58,41.91,n,1
104,22.0,9.9,50,343.97,16.43,n,1
104,22.0,9.9,50,325.35,16.43,n,1
104,22.0,9.9,50,329.97,9.46,n,1
104,22.0,9.9,50,330.15,9.46,n,1
104,22.0,9.9,50,325.68,3.64,n,1
103,23.1,16.7,50,326.22,3.3,n,1
104,22.0,9.9,50,317.47,3.22,n,1
104,22.0,9.9,50,319.39,3.22,n,1
104,22.0,9.9,50,317.93,5.23,n,1
103,23.1,16.7,50,314.37,3.37,n,1
103,23.1,16.7,50,302.66,3.37,n,1
103,23.1,16.7,50,304.48,2.07,n,1
103,23.1,16.7,50,309.33,2.07,n,1
103,23.1,16.7,50,312.19,4.75,n,1
103,23.1,16.7,50,319.48,4.75,n,1
105,22.0,9.9,50,345.8,11.03,n,1
104,22.0,9.9,50,328.91,5.98,n,1
104,22.0,9.9,50,322.66,5.98,n,1
104,22.0,9.9,50,324.5,3.94,n,1
104,22.0,9.9,50,322.87,3.94,n,1
104,22.0,9.9,50,329.16,5.23,n,1
103,23.1,16.7,50,327.23,6.9,n,1
103,23.1,16.7,50,339.46,6.9,n,1
102,23.1,16.7,50,349.0,12.71,n,1
102,23.1,16.7,50,346.25,12.71,n,1
104,22.0,9.9,50,314.78,5.98,n,1
104,22.0,9.9,50,305.24,3.22,n,1
104,22.0,9.9,50,307.89,3.22,n,1
104,22.0,9.9,50,315.59,3.94,n,1
104,22.0,9.9,50,306.86,3.94,n,1
103,23.1,16.7,50,300.15,3.37,n,1
103,23.1,16.7,50,301.57,2.07,n,1
103,23.1,16.7,50,306.79,2.07,n,1
102,23.1,16.7,50,311.64,6.9,n,1
105,22.0,9.9,50,324.54,11.03,n,1
105,22.0,9.9,50,367.0,11.03,h,1
104,22.0,9.9,50,323.23,5.98,n,1
104,22.0,9.9,50,321.77,5.23,n,1
104,22.0,9.9,50,327.69,5.23,n,1
103,23.1,16.7,50,328.67,3.37,n,1
103,23.1,16.7,50,334.17,4.75,n,1
103,23.1,16.7,50,321.8,4.75,n,1
104,22.0,9.9,50,319.44,10.93,n,1
104,22.0,9.9,50,318.18,9.22,n,1
104,22.0,9.9,50,308.4,9.22,n,1
105,22.0,9.9,50,341.96,27.13,n,1
105,22.0,9.9,50,346.97,27.13,n,1
104,22.0,9.9,50,354.85,29.55,n,1
104,22.0,9.9,50,367.0,29.55,h,1
104,22.0,9.9,50,327.15,10.93,n,1
104,22.0,9.9,50,326.98,6.76,n,1
104,22.0,9.9,50,331.81,6.76,n,1
103,23.1,16.7,50,352.67,14.17,n,1
103,23.1,16.7,50,344.33,14.17,n,1
103,23.1,16.7,50,367.0,13.43,h,1
103,23.1,16.7,50,341.09,13.43,n,1
103,23.1,16.7,50,342.55,10.21,n,1
103,23.1,16.7,50,334.28,10.21,n,1
103,23.1,16.7,50,367.0,10.02,h,1
102,23.1,16.7,50,351.04,10.02,n,1
102,23.1,16.7,50,367.0,10.05,h,1
105,22.0,9.9,50,304.08,27.13,n,1
104,22.0,9.9,50,316.24,29.55,n,1
104,22.0,9.9,50,312.4,6.76,n,1
104,22.0,9.9,50,319.03,6.76,n,1
105,22.0,9.9,50,327.06,27.13,n,1
104,22.0,9.9,50,367.0,29.55,h,1
104,22.0,9.9,50,346.87,10.93,n,1
104,22.0,9.9,50,348.6,10.93,n,1
104,22.0,9.9,50,348.39,9.22,n,1
104,22.0,9.9,50,367.0,9.22,h,1
103,23.1,16.7,50,336.61,14.17,n,1
103,23.1,16.7,50,352.15,14.17,n,1
103,23.1,16.7,50,340.46,13.43,n,1
103,23.1,16.7,50,333.74,13.43,n,1
103,23.1,16.7,50,341.86,10.21,n,1
103,23.1,16.7,50,324.37,10.21,n,1
103,23.1,16.7,50,321.48,10.02,n,1
102,23.1,16.7,50,323.43,10.05,n,1
104,22.0,9.9,50,300.56,10.04,n,1
103,25.1,22.3,50,313.64,1.18,n,1
103,23.1,16.7,50,298.76,1.18,n,1
104,22.0,9.9,50,351.06,44.13,n,1
104,22.0,9.9,50,367.0,44.13,h,1
104,22.0,9.9,50,367.0,46.78,h,1
104,22.0,9.9,50,367.0,46.78,h,1
104,22.0,9.9,50,346.22,17.3,n,1
104,22.0,9.9,50,300.59,2.31,n,1
104,22.0,9.9,50,307.82,10.04,n,1
104,25.1,22.3,50,315.25,46.78,n,1
103,25.1,22.3,50,298.01,1.18,n,1
104,22.0,9.9,50,344.36,10.04,n,1
104,22.0,9.9,50,355.4,44.13,n,1
104,22.0,9.9,50,352.44,44.13,n,1
104,22.0,9.9,50,355.29,46.78,n,1
113,25.1,22.3,50,307.21,21.06,n,1
112,25.1,22.3,50,308.26,13.84,n,1
112,22.0,9.9,50,367.0,21.06,h,1
112,22.0,9.9,50,367.0,87.0,h,1
112,22.0,9.9,50,355.62,87.0,n,1
112,25.1,22.3,50,350.81,83.6,n,1
112,25.1,22.3,50,353.51,83.6,n,1
112,25.1,22.3,50,367.0,13.84,h,1
113,25.1,22.3,50,300.18,7.38,n,1
113,25.1,22.3,50,315.81,21.06,n,1
112,25.1,22.3,50,318.61,13.84,n,1
112,25.1,22.3,50,300.87,1.94,n,1
112,25.1,22.3,50,367.0,21.06,h,1
112,25.1,22.3,50,355.29,87.0,n,1
112,25.1,22.3,50,367.0,87.0,h,1
112,25.1,22.3,50,367.0,83.6,h,1
112,25.1,22.3,50,355.21,83.6,n,1
112,25.1,22.3,50,336.84,13.84,n,1
113,25.1,22.3,50,297.01,1.96,n,1
113,25.1,22.3,50,303.89,2.53,n,1
112,25.1,22.3,50,317.63,4.02,n,1
112,25.1,22.3,50,307.42,4.02,n,1
112,25.1,22.3,50,324.56,2.53,n,1
112,25.1,22.3,50,340.67,29.02,n,1
112,25.1,22.3,50,334.21,29.02,n,1
112,25.1,22.3,50,367.0,18.38,h,1
112,25.1,22.3,50,330.95,18.38,n,1
112,25.1,22.3,50,296.02,2.53,n,1
112,25.1,22.3,50,300.42,2.53,n,1
112,25.1,22.3,50,305.73,29.02,n,1
112,25.1,22.3,50,309.75,29.02,n,1
112,25.1,22.3,50,306.5,18.38,n,1
112,25.1,22.3,50,300.51,18.38,n,1
112,25.1,22.3,50,297.61,0.65,n,1
112,25.1,22.3,50,299.38,0.65,n,1
104,22.0,9.9,50,322.55,2.65,n,1
104,22.0,9.9,50,328.75,3.11,n,1
105,22.0,9.9,50,328.73,3.11,n,1
105,22.0,9.9,50,341.08,6.48,n,1
103,23.1,16.7,50,316.52,3.7,n,1
104,22.0,9.9,50,312.81,2.33,n,1
104,22.0,9.9,50,311.42,2.65,n,1
104,22.0,9.9,50,315.73,2.54,n,1
104,22.0,9.9,50,312.87,2.54,n,1
112,25.1,22.3,50,300.53,0.31,n,1
112,25.1,22.3,50,328.98,7.71,n,1
112,25.1,22.3,50,367.0,7.71,h,1
112,25.1,22.3,50,331.06,3.87,n,1
112,25.1,22.3,50,304.24,3.87,n,1
112,25.1,22.3,50,298.8,1.45,n,1
112,25.1,22.3,50,367.0,98.34,h,1
112,25.1,22.3,50,367.0,27.16,h,1
112,25.1,22.3,50,367.0,27.16,h,1
112,25.1,22.3,50,351.79,10.05,n,1
112,25.1,22.3,50,320.72,10.05,n,1
112,25.1,22.3,50,335.07,5.77,n,1
112,25.1,22.3,50,306.07,13.15,n,1
113,25.1,22.3,50,300.97,5.77,n,1
112,25.1,22.3,50,367.0,98.34,h,1
112,25.1,22.3,50,367.0,98.34,h,1
112,25.1,22.3,50,354.32,27.16,n,1
112,25.1,22.3,50,349.49,27.16,n,1
112,25.1,22.3,50,334.7,10.05,n,1
112,22.0,9.9,50,336.71,10.05,n,1
112,25.1,22.3,50,333.31,5.77,n,1
113,25.1,22.3,50,367.0,5.77,h,1
113,25.1,22.3,50,347.84,11.37,n,1
112,25.1,22.3,50,305.98,13.15,n,1
112,25.1,22.3,50,367.0,48.82,h,1
112,25.1,22.3,50,367.0,48.82,h,1
112,25.1,22.3,50,367.0,55.89,h,1
112,22.0,9.9,50,355.13,16.53,n,1
112,22.0,9.9,50,354.0,16.53,n,1
104,22.0,9.9,50,348.16,7.96,n,1
112,25.1,22.3,50,300.14,6.72,n,1
