latitude,longitude,date,temp,wspd,rhum,brightness,frp,confidence,fire_occurred
34.22649,-118.59914,2024-05-02,16.0,9.7,50,301.05,0.92,n,1
34.24471,-118.37968,2024-05-02,16.0,9.7,50,295.93,0.37,n,1
34.29092,-118.80218,2024-05-02,16.0,9.7,50,312.98,1.24,n,1
34.0362,-118.1052,2024-05-02,14.8,9.0,50,301.74,0.63,n,1
34.15191,-118.19234,2024-05-02,16.0,9.7,50,313.59,1.91,n,1
34.43057,-118.64497,2024-05-02,19.2,22.0,50,311.96,1.69,n,1
34.33564,-118.51682,2024-05-02,16.0,9.7,50,309.21,1.29,n,1
34.32243,-118.52596,2024-05-02,16.0,9.7,50,304.81,0.96,n,1
34.3195,-118.51061,2024-05-02,16.0,9.7,50,300.97,0.9,n,1
34.40052,-118.99726,2024-05-02,14.9,10.1,50,295.01,0.38,n,1
34.15315,-118.19,2024-05-02,16.0,9.7,50,330.59,2.21,l,1
34.40174,-118.9966,2024-05-03,15.2,10.7,50,295.51,0.29,n,1
34.43001,-118.64444,2024-05-03,16.6,9.7,50,332.35,2.44,l,1
33.85614,-118.33662,2024-05-06,15.7,12.2,50,296.43,1.27,n,1
33.85496,-118.3314,2024-05-06,15.7,12.2,50,301.55,0.54,n,1
34.43046,-118.64556,2024-05-06,15.1,16.9,50,307.24,0.77,n,1
34.42879,-118.64331,2024-05-06,15.9,9.0,50,298.77,0.67,n,1
34.3352,-118.51846,2024-05-06,15.9,9.0,50,307.82,0.71,n,1
34.31788,-118.51273,2024-05-06,15.9,9.0,50,296.67,0.4,n,1
34.15444,-118.19259,2024-05-06,15.9,9.0,50,310.13,0.58,n,1
34.29377,-118.80378,2024-05-06,15.9,9.0,50,295.12,1.01,n,1
34.03766,-118.10495,2024-05-06,15.7,10.4,50,295.07,0.24,n,1
33.80591,-118.24333,2024-05-06,17.6,9.7,50,299.05,0.6,n,1
33.79316,-118.23602,2024-05-06,17.6,9.7,50,296.07,0.68,n,1
33.7772,-118.23766,2024-05-06,17.6,9.7,50,299.81,0.82,n,1
33.77102,-118.28693,2024-05-06,17.6,9.7,50,296.83,0.43,n,1
33.61176,-117.82441,2024-05-06,17.6,9.7,50,297.57,0.61,n,1
33.61251,-117.82266,2024-05-07,18.1,7.9,50,304.33,0.68,n,1
34.29222,-118.80083,2024-05-07,16.9,8.6,50,304.37,1.15,n,1
34.31956,-118.50968,2024-05-07,16.9,8.6,50,296.85,0.64,n,1
34.11342,-117.92379,2024-05-07,18.6,23.4,50,297.61,0.27,n,1
34.15196,-118.19009,2024-05-07,16.9,8.6,50,307.73,1.04,n,1
34.04163,-117.82191,2024-05-07,16.9,8.6,50,298.36,0.48,n,1
34.0365,-118.10596,2024-05-07,17.6,5.8,50,301.73,0.4,n,1
33.85357,-118.32927,2024-05-07,15.7,9.0,50,299.29,1.66,n,1
34.3233,-118.52798,2024-05-07,16.9,8.6,50,297.39,0.77,n,1
34.33342,-118.51823,2024-05-07,16.9,8.6,50,305.42,1.3,n,1
34.42936,-118.64464,2024-05-07,16.9,8.6,50,309.33,1.69,n,1
33.77846,-118.23825,2024-05-07,18.1,7.9,50,300.22,0.83,n,1
33.81938,-118.24358,2024-05-07,18.1,7.9,50,297.41,1.39,n,1
33.71639,-117.71158,2024-05-07,18.1,7.9,50,306.05,0.53,n,1
34.31935,-118.51281,2024-05-08,16.9,10.1,50,303.42,0.59,n,1
34.33384,-118.51806,2024-05-08,16.9,10.1,50,312.25,0.73,n,1
33.71529,-117.71239,2024-05-08,18.1,10.1,50,309.02,0.54,n,1
33.82125,-118.24224,2024-05-08,18.1,10.1,50,301.29,1.18,n,1
33.85264,-118.3316,2024-05-08,16.1,10.8,50,308.51,1.55,n,1
34.03682,-118.1041,2024-05-08,16.7,6.5,50,302.92,0.72,n,1
34.04128,-117.82304,2024-05-08,16.9,10.1,50,296.95,0.28,n,1
34.15392,-118.19141,2024-05-08,16.9,10.1,50,317.5,1.27,n,1
34.11625,-117.92528,2024-05-08,17.5,11.9,50,297.52,0.5,n,1
33.61433,-117.82378,2024-05-08,18.1,10.1,50,313.13,0.55,n,1
34.32536,-118.52877,2024-05-08,16.9,10.1,50,299.1,0.76,n,1
34.29094,-118.80151,2024-05-08,16.9,10.1,50,308.32,0.92,n,1
34.24354,-118.3822,2024-05-08,16.9,10.1,50,303.39,0.5,n,1
34.42952,-118.64615,2024-05-08,16.9,10.1,50,311.96,0.9,n,1
34.33322,-118.51937,2024-05-08,16.9,10.1,50,338.41,4.53,l,1
34.1533,-118.19205,2024-05-08,16.9,10.1,50,335.7,2.9,l,1
34.29337,-118.79962,2024-05-09,16.8,10.1,50,309.79,0.95,n,1
34.15528,-118.19465,2024-05-09,16.8,10.1,50,318.73,2.03,n,1
34.42963,-118.64252,2024-05-09,16.8,10.1,50,308.49,0.9,n,1
34.07961,-117.50018,2024-05-10,17.9,6.5,50,309.34,1.56,n,1
34.3892,-117.70793,2024-05-10,17.4,8.8,50,337.37,3.43,n,1
34.33316,-118.52003,2024-05-12,17.4,9.4,50,310.99,1.8,n,1
34.33508,-118.51853,2024-05-13,16.2,11.5,50,323.22,2.3,n,1
34.3323,-118.51923,2024-05-13,16.2,11.5,50,330.36,2.93,n,1
34.33312,-118.51638,2024-05-13,16.2,11.5,50,330.54,3.12,n,1
34.15408,-118.18995,2024-05-18,15.6,9.4,50,331.31,1.52,l,1
34.33447,-118.51787,2024-05-19,15.4,7.9,50,333.98,4.02,l,1
34.4325,-118.64413,2024-05-20,17.8,28.4,50,305.36,1.27,n,1
33.81591,-118.23666,2024-05-21,17.4,9.7,50,297.69,0.81,n,1
33.77982,-118.23714,2024-05-21,17.4,9.7,50,299.97,0.57,n,1
33.82156,-118.24332,2024-05-21,17.4,9.7,50,301.28,0.82,n,1
33.77737,-118.23824,2024-05-21,17.4,9.7,50,298.46,0.81,n,1
34.37992,-117.68367,2024-05-21,15.9,13.0,50,353.77,51.64,n,1
34.33805,-118.52087,2024-05-22,15.2,9.4,50,296.02,0.53,n,1
34.15128,-118.19278,2024-05-22,15.2,9.4,50,311.71,0.76,n,1
34.15498,-118.19342,2024-05-22,15.2,9.4,50,308.85,0.68,n,1
34.32285,-118.52776,2024-05-22,15.2,9.4,50,298.83,0.3,n,1
34.33636,-118.51823,2024-05-22,15.2,9.4,50,311.11,0.8,n,1
34.43128,-118.64649,2024-05-22,21.2,22.3,50,299.78,1.34,n,1
34.29298,-118.80058,2024-05-22,15.2,9.4,50,295.7,0.89,n,1
34.38329,-117.68708,2024-05-22,14.9,10.8,50,367.0,12.82,h,1
34.37781,-117.68483,2024-05-22,14.9,10.8,50,367.0,8.64,h,1
34.37831,-117.6801,2024-05-22,14.9,10.8,50,367.0,29.26,h,1
34.38207,-117.6806,2024-05-22,14.9,10.8,50,367.0,28.69,h,1
34.37803,-117.6853,2024-05-22,14.9,10.8,50,348.36,29.26,n,1
34.38181,-117.68599,2024-05-22,14.9,10.8,50,348.49,28.69,n,1
34.38233,-117.68633,2024-05-23,14.6,11.1,50,295.44,0.29,n,1
33.92521,-118.42958,2024-05-24,15.7,16.9,50,339.43,6.08,n,1
34.2422,-118.3799,2024-05-25,15.4,10.1,50,298.63,0.5,n,1
34.33339,-118.51877,2024-05-25,15.4,10.1,50,299.12,0.93,n,1
34.43011,-118.64566,2024-05-25,17.4,27.4,50,306.28,1.2,n,1
34.29399,-118.80385,2024-05-25,15.4,10.1,50,298.33,0.58,n,1
34.29276,-118.79993,2024-05-26,16.1,7.6,50,296.93,0.81,n,1
34.4304,-118.64659,2024-05-26,19.7,15.5,50,300.85,0.79,n,1
34.33795,-118.52172,2024-05-26,16.1,7.6,50,298.32,0.53,n,1
34.33802,-118.52184,2024-05-26,16.1,7.6,50,299.16,0.71,n,1
33.71427,-117.71214,2024-05-27,17.9,8.3,50,298.51,0.65,n,1
34.33744,-118.52083,2024-05-27,16.6,9.4,50,300.38,0.7,n,1
34.15742,-118.19485,2024-05-27,16.6,9.4,50,297.24,0.4,n,1
33.82128,-118.24456,2024-05-27,17.9,8.3,50,298.56,0.99,n,1
33.81487,-118.23944,2024-05-27,17.9,8.3,50,297.62,1.16,n,1
34.43009,-118.64317,2024-05-27,16.6,9.4,50,300.08,0.62,n,1
34.48191,-118.89108,2024-05-27,16.6,9.4,50,296.23,0.27,n,1
33.80432,-118.24292,2024-05-27,17.9,8.3,50,298.51,0.85,n,1
34.29107,-118.80252,2024-05-27,16.6,9.4,50,302.63,0.43,n,1
34.1549,-118.19145,2024-05-27,16.6,9.4,50,305.76,0.54,n,1
34.33476,-118.51826,2024-05-27,16.6,9.4,50,304.4,0.76,n,1
34.33443,-118.51907,2024-05-28,16.7,11.2,50,311.61,1.55,n,1
34.32328,-118.52815,2024-05-28,16.7,11.2,50,301.64,0.7,n,1
34.43124,-118.64542,2024-05-28,23.2,19.8,50,305.27,1.09,n,1
34.3184,-118.51191,2024-05-28,16.7,11.2,50,297.62,0.27,n,1
34.32559,-118.52525,2024-05-28,16.7,11.2,50,300.4,0.61,n,1
33.7644,-117.58485,2024-05-28,17.4,8.3,50,347.78,14.69,n,1
33.77305,-117.58019,2024-05-28,17.4,8.3,50,351.32,13.32,n,1
33.76845,-117.58202,2024-05-28,17.4,8.3,50,332.38,4.9,n,1
34.47909,-118.89112,2024-05-29,16.8,10.1,50,295.28,0.31,n,1
34.42994,-118.64587,2024-05-29,24.4,19.1,50,320.07,1.81,n,1
34.33338,-118.51927,2024-05-29,16.8,10.1,50,314.57,1.65,n,1
34.32409,-118.52637,2024-05-29,16.8,10.1,50,307.1,0.84,n,1
34.29137,-118.80074,2024-05-29,16.8,10.1,50,312.17,1.27,n,1
34.15327,-118.19194,2024-05-29,16.8,10.1,50,335.75,4.59,l,1
34.47863,-118.89454,2024-05-30,17.7,10.1,50,297.91,0.28,n,1
34.29308,-118.8027,2024-05-30,17.7,10.1,50,313.79,0.88,n,1
34.15456,-118.19078,2024-05-30,17.7,10.1,50,310.68,0.66,n,1
34.31995,-118.51091,2024-05-30,17.7,10.1,50,303.2,0.58,n,1
34.33492,-118.51718,2024-05-30,17.7,10.1,50,311.09,1.4,n,1
34.33551,-118.52164,2024-05-30,17.7,10.1,50,308.96,1.21,n,1
34.40144,-118.99608,2024-05-30,14.2,9.0,50,299.17,0.47,n,1
34.43002,-118.64533,2024-05-30,24.3,13.0,50,314.34,1.67,n,1
34.15481,-118.19357,2024-05-30,17.7,10.1,50,315.15,1.2,n,1
34.11384,-117.92648,2024-05-30,24.3,13.0,50,297.54,0.64,n,1
34.03728,-117.55947,2024-05-30,19.9,5.8,50,297.31,0.44,n,1
34.03995,-117.82054,2024-05-30,17.7,10.1,50,298.68,0.55,n,1
34.03436,-118.10494,2024-05-30,13.4,9.4,50,303.2,0.67,n,1
34.43148,-118.64235,2024-05-30,24.3,13.0,50,314.91,0.85,n,1
34.24344,-118.38025,2024-05-30,17.7,10.1,50,301.21,0.55,n,1
34.47862,-118.89252,2024-05-31,16.8,9.7,50,296.45,0.28,n,1
34.33771,-118.52042,2024-05-31,16.8,9.7,50,309.33,1.0,n,1
34.33419,-118.52027,2024-05-31,16.8,9.7,50,331.78,5.45,l,1
34.24474,-118.379,2024-06-03,17.0,7.9,50,297.79,0.46,n,1
34.29159,-118.80145,2024-06-03,17.0,7.9,50,312.02,1.23,n,1
34.15164,-118.1927,2024-06-03,17.0,7.9,50,307.19,1.05,n,1
34.33475,-118.52077,2024-06-03,17.0,7.9,50,314.76,1.68,n,1
34.40104,-118.99747,2024-06-03,15.2,8.6,50,295.54,0.6,n,1
34.43158,-118.645,2024-06-04,27.1,12.6,50,306.62,1.02,n,1
34.33526,-118.52027,2024-06-04,19.4,8.6,50,298.79,0.39,n,1
34.29195,-118.80212,2024-06-04,19.4,8.6,50,304.12,0.84,n,1
34.38623,-117.69062,2024-06-04,19.1,9.7,50,354.62,44.52,n,1
34.3829,-117.68993,2024-06-04,19.1,9.7,50,348.57,44.52,n,1
34.38565,-117.69482,2024-06-04,19.1,9.7,50,367.0,44.52,l,1
34.38232,-117.69415,2024-06-04,19.1,9.7,50,367.0,44.52,h,1
34.38439,-117.69442,2024-06-05,21.0,12.0,50,297.64,0.31,n,1
34.04102,-117.82146,2024-06-05,19.9,10.4,50,302.18,0.6,n,1
34.15405,-118.19467,2024-06-05,19.9,10.4,50,313.09,1.47,n,1
34.31904,-118.51308,2024-06-05,19.9,10.4,50,304.48,0.24,n,1
34.32469,-118.52815,2024-06-05,19.9,10.4,50,304.49,0.69,n,1
34.33585,-118.51855,2024-06-05,19.9,10.4,50,316.68,1.3,n,1
34.47927,-118.89326,2024-06-06,20.8,10.1,50,301.36,0.51,n,1
34.33796,-118.5187,2024-06-06,20.8,10.1,50,303.06,0.74,n,1
34.24184,-118.37921,2024-06-10,17.8,9.7,50,299.36,0.33,n,1
34.29351,-118.80326,2024-06-10,17.8,9.7,50,310.22,0.68,n,1
34.32095,-118.51212,2024-06-10,17.8,9.7,50,298.67,0.55,n,1
34.32647,-118.52662,2024-06-10,17.8,9.7,50,297.74,0.32,n,1
34.11539,-117.92666,2024-06-10,25.6,12.6,50,301.83,0.41,n,1
34.15587,-118.19467,2024-06-10,17.8,9.7,50,301.43,0.09,n,1
34.33693,-118.51975,2024-06-10,17.8,9.7,50,310.0,1.52,n,1
34.42927,-118.6448,2024-06-10,17.8,9.7,50,311.68,1.49,n,1
34.03711,-118.10586,2024-06-10,13.4,7.2,50,296.99,0.53,n,1
34.15227,-118.19556,2024-06-10,17.8,9.7,50,309.29,0.87,n,1
34.33382,-118.51825,2024-06-11,17.9,10.1,50,302.42,1.12,n,1
34.15665,-118.19488,2024-06-11,17.9,10.1,50,306.15,0.91,n,1
34.15342,-118.19526,2024-06-11,17.9,10.1,50,306.05,1.43,n,1
34.29759,-118.80027,2024-06-11,17.9,10.1,50,305.56,1.79,n,1
34.30129,-118.80107,2024-06-11,17.9,10.1,50,296.94,0.8,n,1
34.15446,-118.19144,2024-06-11,17.9,10.1,50,333.5,2.5,n,1
34.33361,-118.52086,2024-06-13,18.8,10.8,50,313.68,0.76,n,1
34.31842,-118.51056,2024-06-13,18.8,10.8,50,300.35,0.4,n,1
34.29245,-118.80155,2024-06-14,20.6,9.0,50,317.83,1.52,n,1
34.43261,-118.64547,2024-06-14,29.2,22.3,50,310.1,0.92,n,1
34.42926,-118.64623,2024-06-14,20.6,9.0,50,305.29,0.92,n,1
34.33622,-118.51989,2024-06-14,20.6,9.0,50,316.44,1.01,n,1
34.32362,-118.52777,2024-06-14,20.6,9.0,50,304.33,0.65,n,1
34.32056,-118.51009,2024-06-14,20.6,9.0,50,302.89,0.5,n,1
34.40073,-118.99952,2024-06-14,17.0,9.4,50,299.65,0.47,n,1
34.15564,-118.19219,2024-06-14,20.6,9.0,50,308.1,0.8,n,1
34.15225,-118.19299,2024-06-14,20.6,9.0,50,308.5,0.8,n,1
33.77775,-118.23534,2024-06-14,20.0,8.3,50,302.37,0.8,n,1
34.31915,-118.51305,2024-06-15,22.6,12.6,50,309.76,0.93,n,1
33.61272,-117.82346,2024-06-15,21.2,7.9,50,310.93,0.94,n,1
33.77916,-118.2378,2024-06-15,21.2,7.9,50,304.49,1.35,n,1
33.79444,-118.34901,2024-06-15,18.3,10.4,50,302.07,0.34,n,1
33.71572,-117.71082,2024-06-15,21.2,7.9,50,312.26,1.31,n,1
33.81387,-118.23766,2024-06-15,21.2,7.9,50,303.14,1.31,n,1
33.8219,-118.24522,2024-06-15,21.2,7.9,50,300.6,0.61,n,1
33.8545,-118.3305,2024-06-15,18.3,10.4,50,305.09,1.46,n,1
34.43077,-118.64632,2024-06-15,27.5,28.1,50,313.66,1.57,n,1
34.40057,-118.9986,2024-06-15,17.3,12.5,50,299.35,0.61,n,1
34.33418,-118.51942,2024-06-15,22.6,12.6,50,319.67,1.51,n,1
34.32439,-118.52584,2024-06-15,22.6,12.6,50,312.31,1.18,n,1
33.93373,-117.83998,2024-06-15,21.2,7.9,50,303.96,0.76,n,1
34.0372,-118.10645,2024-06-15,22.7,7.9,50,309.98,0.62,n,1
34.03567,-117.89324,2024-06-15,22.6,12.6,50,297.51,0.23,n,1
34.1482,-118.72235,2024-06-15,22.6,12.6,50,301.02,0.4,n,1
34.15408,-118.19411,2024-06-15,22.6,12.6,50,317.74,1.27,n,1
34.29208,-118.80267,2024-06-15,22.6,12.6,50,312.27,1.46,n,1
34.24272,-118.38085,2024-06-15,22.6,12.6,50,305.11,0.39,n,1
34.15458,-118.19517,2024-06-16,21.3,10.8,50,314.4,0.9,n,1
34.33654,-118.51728,2024-06-16,21.3,10.8,50,303.07,1.62,n,1
34.32425,-118.5285,2024-06-16,21.3,10.8,50,303.05,0.73,n,1
34.2912,-118.80331,2024-06-16,21.3,10.8,50,304.54,0.91,n,1
34.24413,-118.3833,2024-06-16,21.3,10.8,50,298.07,0.3,n,1
33.61271,-117.82373,2024-06-16,21.3,11.5,50,305.69,0.78,n,1
33.71631,-117.70849,2024-06-16,21.3,11.5,50,299.74,0.86,n,1
34.03485,-118.10692,2024-06-16,18.3,6.1,50,301.26,0.55,n,1
34.04085,-117.821,2024-06-16,21.3,10.8,50,299.66,0.29,n,1
34.11528,-117.92438,2024-06-16,26.2,24.1,50,300.84,0.52,n,1
34.24289,-118.38058,2024-06-16,21.3,10.8,50,299.57,0.33,n,1
34.11314,-118.33799,2024-06-16,21.3,10.8,50,339.91,10.1,n,1
34.43331,-118.64659,2024-06-17,23.2,36.4,50,296.88,0.5,n,1
34.32745,-118.5286,2024-06-17,19.1,10.8,50,296.02,0.51,n,1
34.29537,-118.8047,2024-06-17,19.1,10.8,50,295.62,0.51,n,1
34.43134,-118.6459,2024-06-17,23.2,36.4,50,296.76,0.3,n,1
34.43132,-118.64378,2024-06-17,23.2,36.4,50,297.24,0.36,n,1
34.29362,-118.80159,2024-06-17,19.1,10.8,50,300.57,0.64,n,1
34.43015,-118.6433,2024-06-18,19.3,10.8,50,305.07,0.95,n,1
34.29391,-118.80096,2024-06-18,19.3,10.8,50,298.63,0.69,n,1
34.31945,-118.50954,2024-06-18,19.3,10.8,50,297.49,0.21,n,1
34.33528,-118.51649,2024-06-18,19.3,10.8,50,301.14,0.9,n,1
34.4003,-118.9962,2024-06-19,17.5,10.4,50,295.53,0.34,n,1
34.43055,-118.64222,2024-06-19,19.6,10.4,50,313.19,1.59,n,1
34.29144,-118.80218,2024-06-19,19.6,10.4,50,310.64,1.07,n,1
34.03473,-118.10398,2024-06-20,15.7,8.6,50,306.27,0.48,n,1
34.33428,-118.51781,2024-06-20,20.4,10.1,50,315.63,0.88,n,1
34.43047,-118.64381,2024-06-20,20.4,10.1,50,316.6,1.67,n,1
34.40031,-118.99733,2024-06-20,16.3,11.2,50,297.33,0.39,n,1
34.32555,-118.52821,2024-06-20,20.4,10.1,50,307.6,0.82,n,1
34.31979,-118.51222,2024-06-20,20.4,10.1,50,301.37,0.58,n,1
34.24252,-118.3814,2024-06-20,20.4,10.1,50,306.27,0.63,n,1
34.29337,-118.80289,2024-06-20,20.4,10.1,50,318.21,0.87,n,1
34.15316,-118.19131,2024-06-20,20.4,10.1,50,314.75,0.68,n,1
34.03644,-117.55853,2024-06-20,22.1,7.2,50,298.4,0.31,n,1
33.71775,-117.71185,2024-06-21,21.4,9.0,50,305.71,0.93,n,1
33.61518,-117.82366,2024-06-21,21.4,9.0,50,304.02,0.96,n,1
34.24373,-118.38016,2024-06-21,22.5,7.2,50,304.6,0.25,n,1
33.82192,-118.24508,2024-06-21,21.4,9.0,50,300.81,1.69,n,1
34.42949,-118.64398,2024-06-21,22.5,7.2,50,313.31,1.45,n,1
34.29395,-118.80271,2024-06-21,22.5,7.2,50,311.77,0.53,n,1
34.24562,-118.38166,2024-06-21,22.5,7.2,50,300.01,0.51,n,1
34.29287,-118.80069,2024-06-21,22.5,7.2,50,311.53,1.01,n,1
34.32064,-118.51315,2024-06-21,22.5,7.2,50,303.88,0.53,n,1
34.32637,-118.52845,2024-06-21,22.5,7.2,50,303.31,0.53,n,1
34.3336,-118.51948,2024-06-21,22.5,7.2,50,311.96,1.0,n,1
34.15444,-118.19161,2024-06-21,22.5,7.2,50,311.67,1.34,n,1
34.04114,-117.81926,2024-06-21,22.5,7.2,50,299.9,0.26,n,1
34.03727,-118.10313,2024-06-21,20.2,4.7,50,301.21,0.68,n,1
34.32584,-118.52812,2024-06-22,25.7,6.1,50,301.88,0.36,n,1
34.43028,-118.64359,2024-06-22,25.7,6.1,50,300.06,0.75,n,1
34.33602,-118.52026,2024-06-22,25.7,6.1,50,312.25,0.99,n,1
34.29201,-118.80257,2024-06-22,25.7,6.1,50,306.86,0.61,n,1
34.15504,-118.19294,2024-06-22,25.7,6.1,50,311.09,0.95,n,1
33.8528,-118.33106,2024-06-22,19.0,13.0,50,305.59,0.98,n,1
33.82019,-118.24317,2024-06-22,23.3,8.6,50,303.94,0.9,n,1
33.71565,-117.71051,2024-06-22,23.3,8.6,50,308.3,0.65,n,1
34.33769,-118.51839,2024-06-22,25.7,6.1,50,302.6,1.12,n,1
34.15509,-118.19323,2024-06-22,25.7,6.1,50,302.54,0.51,n,1
34.29304,-118.80235,2024-06-22,25.7,6.1,50,299.08,0.8,n,1
34.15381,-118.19399,2024-06-22,25.7,6.1,50,299.96,0.38,n,1
34.15503,-118.19843,2024-06-23,28.1,9.0,50,301.66,0.69,n,1
34.15278,-118.19695,2024-06-23,28.1,9.0,50,303.17,0.61,n,1
33.77906,-118.23671,2024-06-23,25.3,9.4,50,302.87,0.75,n,1
34.1549,-118.19337,2024-06-23,28.1,9.0,50,310.68,1.36,n,1
34.29369,-118.80181,2024-06-23,28.1,9.0,50,300.78,0.87,n,1
34.15466,-118.19253,2024-06-23,28.1,9.0,50,319.34,0.88,n,1
34.29018,-118.8042,2024-06-23,28.1,9.0,50,302.0,0.63,n,1
33.85486,-118.3314,2024-06-23,20.1,11.9,50,305.02,0.84,n,1
34.33618,-118.52022,2024-06-23,28.1,9.0,50,304.66,1.33,n,1
33.61498,-117.82206,2024-06-23,25.3,9.4,50,304.06,0.5,n,1
33.61135,-117.82317,2024-06-23,25.3,9.4,50,301.05,0.49,n,1
34.42846,-118.64528,2024-06-23,28.1,9.0,50,299.71,0.98,n,1
34.33423,-118.52124,2024-06-23,28.1,9.0,50,306.44,0.99,n,1
33.66246,-117.94328,2024-06-23,25.3,9.4,50,350.4,4.03,n,1
34.42988,-118.64635,2024-06-24,31.9,21.6,50,312.45,1.45,n,1
34.33405,-118.52026,2024-06-24,26.6,9.4,50,309.02,1.36,n,1
34.32058,-118.51208,2024-06-24,26.6,9.4,50,300.89,0.56,n,1
34.29131,-118.80392,2024-06-24,26.6,9.4,50,300.5,0.59,n,1
33.61372,-117.82024,2024-06-24,26.1,9.4,50,302.35,0.98,n,1
34.29183,-118.80221,2024-06-24,26.6,9.4,50,301.44,0.58,n,1
34.15228,-118.19257,2024-06-24,26.6,9.4,50,332.67,1.17,l,1
33.7181,-117.71182,2024-06-25,25.0,10.4,50,304.37,1.69,n,1
34.33477,-118.51933,2024-06-25,24.4,12.6,50,305.14,1.28,n,1
34.33486,-118.51846,2024-06-25,24.4,12.6,50,335.9,4.62,l,1
34.42973,-118.64347,2024-06-25,24.4,12.6,50,340.95,4.31,l,1
34.28984,-118.79972,2024-06-25,24.4,12.6,50,332.82,1.72,l,1
34.32462,-118.52874,2024-06-26,22.7,11.2,50,302.86,0.52,n,1
34.04067,-117.82121,2024-06-26,22.7,11.2,50,303.87,0.63,n,1
34.33515,-118.52184,2024-06-26,22.7,11.2,50,306.69,0.55,n,1
34.33655,-118.52039,2024-06-26,22.7,11.2,50,309.99,1.33,n,1
33.61244,-117.82173,2024-06-26,22.5,9.4,50,309.73,1.34,n,1
34.43086,-118.64323,2024-06-26,22.7,11.2,50,309.29,1.56,n,1
34.29226,-118.80314,2024-06-26,22.7,11.2,50,306.79,1.2,n,1
33.82062,-118.24274,2024-06-26,22.5,9.4,50,307.39,1.27,n,1
33.71748,-117.71025,2024-06-26,22.5,9.4,50,313.72,1.5,n,1
34.24283,-118.3826,2024-06-26,22.7,11.2,50,301.32,0.52,n,1
34.15303,-118.19252,2024-06-26,22.7,11.2,50,314.27,1.54,n,1
34.11608,-117.92506,2024-06-26,30.4,19.4,50,303.21,0.66,n,1
33.85393,-118.33134,2024-06-26,19.3,12.2,50,306.6,1.09,n,1
34.15229,-118.19401,2024-06-27,22.7,11.5,50,303.09,0.75,n,1
34.15632,-118.19427,2024-06-27,22.7,11.5,50,305.6,0.49,n,1
34.33788,-118.51952,2024-06-27,22.7,11.5,50,299.94,0.65,n,1
34.29038,-118.80155,2024-06-27,22.7,11.5,50,301.73,1.17,n,1
33.85406,-118.33174,2024-06-27,20.1,12.2,50,303.86,1.44,n,1
33.61335,-117.82557,2024-06-27,22.4,10.4,50,301.26,0.3,n,1
33.85403,-118.33193,2024-06-27,20.1,12.2,50,304.64,1.61,n,1
33.82225,-118.243,2024-06-27,22.4,10.4,50,303.04,1.23,n,1
34.33828,-118.51979,2024-06-27,22.7,11.5,50,297.89,0.69,n,1
34.33385,-118.52142,2024-06-28,21.7,11.5,50,300.84,0.52,n,1
34.3363,-118.52154,2024-06-28,21.7,11.5,50,301.46,0.27,n,1
33.71651,-117.71189,2024-06-28,22.3,9.4,50,301.28,0.93,n,1
34.3373,-118.52094,2024-06-28,21.7,11.5,50,300.81,0.53,n,1
34.29199,-118.8028,2024-06-28,21.7,11.5,50,305.35,0.61,n,1
34.15242,-118.19237,2024-06-28,21.7,11.5,50,309.71,0.78,n,1
34.43092,-118.64518,2024-06-28,27.8,24.5,50,305.45,0.6,n,1
34.43015,-118.64644,2024-06-28,27.8,24.5,50,301.39,0.39,n,1
34.48777,-117.95824,2024-06-28,27.4,15.0,50,353.6,5.78,n,1
34.48983,-117.9603,2024-06-28,27.4,15.0,50,340.47,4.68,l,1
34.33661,-118.52053,2024-06-29,22.0,10.4,50,313.83,0.89,n,1
34.32156,-118.51048,2024-06-29,22.0,10.4,50,299.74,0.46,n,1
34.15205,-118.19413,2024-06-29,22.0,10.4,50,317.73,1.52,n,1
34.29376,-118.80241,2024-06-29,22.0,10.4,50,310.75,1.02,n,1
34.2418,-118.38089,2024-06-29,22.0,10.4,50,299.67,0.5,n,1
34.43057,-118.6451,2024-06-29,28.4,21.6,50,311.16,1.42,n,1
34.3208,-118.5096,2024-06-30,24.7,9.4,50,308.58,0.49,n,1
34.3364,-118.51936,2024-06-30,24.7,9.4,50,317.46,1.5,n,1
34.4292,-118.64549,2024-06-30,24.7,9.4,50,317.17,1.64,n,1
34.40015,-118.99672,2024-06-30,16.5,9.4,50,301.64,0.29,n,1
34.24242,-118.37955,2024-06-30,24.7,9.4,50,307.55,0.5,n,1
34.29202,-118.80017,2024-06-30,24.7,9.4,50,319.24,1.1,n,1
34.11629,-117.92583,2024-06-30,29.8,21.2,50,305.67,0.74,n,1
34.15303,-118.19488,2024-06-30,24.7,9.4,50,310.1,1.42,n,1
34.0364,-117.55892,2024-06-30,27.2,6.5,50,299.71,0.24,n,1
33.61259,-117.82165,2024-06-30,20.7,8.3,50,305.14,0.7,n,1
34.03513,-118.10688,2024-06-30,24.7,7.2,50,307.67,0.38,n,1
33.71684,-117.7114,2024-06-30,20.7,8.3,50,311.77,1.27,n,1
34.46738,-118.63536,2024-06-30,27.6,7.7,50,345.59,7.98,l,1
34.29367,-118.80252,2024-07-01,23.3,11.5,50,311.58,1.29,n,1
34.33574,-118.51791,2024-07-01,23.3,11.5,50,321.28,1.24,n,1
34.32067,-118.51147,2024-07-01,23.3,11.5,50,309.38,0.75,n,1
34.24466,-118.38272,2024-07-01,23.3,11.5,50,304.72,0.51,n,1
