발생일시,진화일시,주소,진행상태,대응단계,위도,경도,acq_date,평균기온 (temp),평균풍속 (wspd),풍향각도 (wdir),강수량 (precip),습도 (rh),brightness,frp,confidence
2025-02-28 14:26,2025-02-28 15:30,충청남도 당진시 정미면,진화완료,초기대응,36.8824725445717,126.568258525053,2025-02-28,6.8,1.2,1.0,0.3,63,,,
2025-02-28 13:47,2025-02-28 15:00,경상북도 봉화군 명호면,진화완료,초기대응,36.8579848051262,128.898746772317,2025-02-28,9.3,5.5,307.0,0.0,48,,,
2025-02-27 17:04,2025-02-27 17:34,부산광역시 금정구 금사동,진화완료,초기대응,35.2203944020682,129.111300118951,2025-02-27,8.2,10.5,226.0,0.0,29,,,
2025-02-27 15:43,2025-02-27 17:15,충청북도 영동군 추풍령면,진화완료,초기대응,36.2145778815504,127.99863671673,2025-02-27,3.3,6.4,221.0,0.5,33,,,
2025-02-27 15:32,2025-02-27 16:49,전라남도 무안군 일로읍,진화완료,초기대응,34.851488326684,126.490296798249,2025-02-27,4.2,11.1,124.0,0.0,51,,,
2025-02-27 15:16,2025-02-27 17:04,강원특별자치도 강릉시 성산면,진화완료,초기대응,37.7187235115627,128.832100896917,2025-02-27,1.3,14.9,272.0,0.0,18,,,
2025-02-27 14:17,2025-02-27 15:04,경기도 양평군 청운면,진화완료,초기대응,37.5562806888096,127.710722823772,2025-02-27,2.3,5.7,93.0,0.0,33,,,
2025-02-27 13:58,2025-02-27 15:01,경기도 안성시 원곡면,진화완료,초기대응,37.0413570597832,127.131761959403,2025-02-27,3.3,4.8,23.0,0.0,39,,,
2025-02-27 13:16,2025-02-27 16:00,경상북도 울진군 울진읍,진화완료,초기대응,36.9972002793585,129.403050083354,2025-02-27,3.8,3.3,328.0,0.0,23,,,
2025-02-27 11:38,2025-02-27 12:29,경기도 의정부시 녹양동,진화완료,초기대응,37.7601308014543,127.03232037874,2025-02-27,3.0,8.9,196.0,0.0,18,,,
2025-02-26 16:24,2025-02-26 18:15,충청북도 진천군 덕산읍,진화완료,초기대응,36.913837266241,127.509213437511,2025-02-26,2.3,10.8,272.0,0.0,53,,,
2025-02-26 16:12,2025-02-26 18:03,경기도 광주시 회덕동,진화완료,초기대응,37.4385588695915,127.245126672849,2025-02-26,3.7,8.1,273.0,0.0,46,,,
2025-02-26 15:26,2025-02-26 16:09,인천광역시 중구 남북동,진화완료,초기대응,37.4530644703658,126.410654282755,2025-02-26,2.1,12.2,266.0,0.0,61,,,
2025-02-26 15:23,2025-02-26 16:50,전라남도 고흥군 금산면,진화완료,초기대응,34.4591639770743,127.125139350441,2025-02-26,5.6,20.2,282.0,0.0,63,,,
2025-02-26 15:13,2025-02-26 17:57,강원특별자치도 철원군 철원읍,진화완료,초기대응,38.2159947520532,127.214250148342,2025-02-26,0.9,10.8,260.0,0.0,51,,,
2025-02-26 13:45,2025-02-26 14:22,강원특별자치도 양양군 서면,진화완료,초기대응,38.0715261451956,128.585234510802,2025-02-26,-1.9,24.0,283.0,0.0,28,,,
2025-02-26 13:10,2025-02-26 13:30,경기도 포천시 선단동,진화완료,초기대응,37.8541346428759,127.159166102123,2025-02-26,0.9,10.8,260.0,0.0,56,,,
2025-02-25 20:25,2025-02-25 22:48,경상북도 고령군 쌍림면,진화완료,초기대응,35.6798174672308,128.241900027501,2025-02-25,4.0,11.0,277.0,0.0,43,,,
2025-02-25 16:47,2025-02-25 17:30,경상남도 고성군 영오면,진화완료,초기대응,35.1078274712074,128.237656734178,2025-02-25,1.3,12.0,237.0,0.0,41,,,
2025-02-25 14:16,2025-02-25 14:40,대전광역시 유성구 대정동,진화완료,초기대응,36.3148257990781,127.331076169022,2025-02-25,1.2,6.2,240.0,0.0,57,,,
2025-02-25 14:15,2025-02-25 14:50,경기도 안성시 삼죽면,진화완료,초기대응,37.0730098580054,127.374843682254,2025-02-25,0.5,11.5,232.0,0.0,63,,,
2025-02-25 10:38,2025-02-25 20:26,경기도 화성시 남양읍,진화완료,초기대응,37.1930203313887,126.821319091973,2025-02-25,1.0,13.9,222.0,0.5,67,,,
2025-02-24 21:03,2025-02-24 21:51,경기도 연천군 청산면,진화완료,초기대응,37.9817637060979,127.06768030665,2025-02-24,-2.6,10.7,274.0,0.0,51,,,
2025-02-24 16:15,2025-02-24 17:53,충청남도 아산시 음봉면,진화완료,초기대응,36.8497784176227,127.012244009139,2025-02-24,-1.6,8.8,304.0,0.0,49,,,
2025-02-24 14:00,2025-02-24 15:09,경상북도 안동시 서후면,진화완료,초기대응,36.6169205993857,128.663856494909,2025-02-24,-1.9,10.2,296.0,0.0,38,,,
2025-02-24 12:56,2025-02-24 17:05,경상북도 청송군 현서면,진화완료,초기대응,36.2759052781394,128.895956501507,2025-02-24,0.6,15.1,282.0,0.0,37,,,
2025-02-24 11:52,2025-02-24 13:33,경상북도 경주시 양남면,진화완료,초기대응,35.6777902076074,129.460381239414,2025-02-24,0.3,11.5,296.0,0.0,30,,,
2025-02-23 18:29,2025-02-23 23:23,부산광역시 부산진구 부암동,진화완료,초기대응,35.1785361380042,129.030694924367,2025-02-23,-0.5,17.1,315.0,0.0,33,,,
2025-02-23 17:10,2025-02-23 19:05,부산광역시 부산진구 초읍동,진화완료,초기대응,35.1813784873021,129.047278314668,2025-02-23,0.9,14.4,275.0,0.0,33,,,
2025-02-23 14:55,2025-02-23 15:50,경기도 연천군 중면,진화완료,초기대응,38.1358210039275,127.019107970488,2025-02-23,-4.6,14.8,286.0,0.0,47,,,
2025-02-23 14:07,2025-02-23 14:43,경기도 가평군 가평읍,진화완료,초기대응,37.8253637998687,127.51653874145,2025-02-23,-1.3,8.3,274.0,0.0,44,,,
2025-02-23 13:40,2025-02-23 15:00,경기도 용인시 처인구,진화완료,초기대응,37.2343060386837,127.201357139725,2025-02-23,-3.8,20.2,303.0,0.0,46,,,
2025-02-23 12:59,2025-02-23 14:08,인천광역시 강화군 화도면,진화완료,초기대응,37.6316748413931,126.419836724037,2025-02-23,-3.2,31.2,308.0,0.0,45,,,
2025-02-22 20:04,2025-02-22 20:30,경기도 시흥시 도창동,진화완료,초기대응,37.4056163226184,126.820291394749,2025-02-22,-3.2,13.0,293.0,0.0,52,,,
2025-02-22 15:33,2025-02-22 18:10,경기도 포천시 소흘읍,진화완료,초기대응,37.8233192010336,127.138600788633,2025-02-22,-3.7,12.0,289.0,0.0,50,,,
2025-02-22 15:14,2025-02-22 16:05,강원특별자치도 춘천시 신북읍,진화완료,초기대응,37.9259016421481,127.746212145455,2025-02-22,-3.2,5.0,261.0,0.0,43,,,
2025-02-22 14:54,2025-02-22 16:50,대전광역시 동구 신상동,진화완료,초기대응,36.3612821224961,127.516406452962,2025-02-22,-2.9,12.4,304.0,1.0,54,,,
2025-02-21 20:49,2025-02-21 22:28,울산광역시 울주군 삼동면,진화완료,초기대응,35.5237326829422,129.157621044623,2025-02-21,0.0,10.0,313.0,0.0,34,,,
2025-02-21 20:46,2025-02-21 21:53,경기도 양평군 단월면,진화완료,초기대응,37.5385614314037,127.672990233658,2025-02-21,-3.8,12.0,291.0,0.0,45,,,
2025-02-21 19:07,2025-02-22 13:00,강원특별자치도 정선군 여량면,진화완료,초기대응,37.4706040304863,128.720500019348,2025-02-21,-9.4,14.1,304.0,0.0,42,,,
2025-02-21 15:07,2025-02-21 16:01,강원특별자치도 강릉시 구정면,진화완료,초기대응,37.7183755047744,128.880053838573,2025-02-21,-9.4,14.1,304.0,0.0,36,,,
2025-02-21 15:07,2025-02-21 15:46,경기도 고양시 일산동구,진화완료,초기대응,37.6588746240831,126.775008021538,2025-02-21,-3.5,10.4,301.0,0.0,50,,,
2025-02-21 14:27,2025-02-21 16:30,충청북도 제천시 두학동,진화완료,초기대응,37.1315795020786,128.268849199883,2025-02-21,-3.7,12.6,282.0,0.0,43,,,
2025-02-21 13:11,2025-02-21 14:45,전라남도 장흥군 장동면,진화완료,초기대응,34.749943024314,126.995282040689,2025-02-21,-1.0,14.7,348.0,0.0,54,,,
2025-02-21 11:25,2025-02-21 15:30,충청북도 단양군 영춘면,진화완료,초기대응,37.0786916078844,128.487383207032,2025-02-21,-2.4,4.4,258.0,0.0,48,,,
2025-02-20 19:33,2025-02-20 20:30,경기도 성남시 분당구,진화완료,초기대응,37.3827531654055,127.118829944284,2025-02-20,-3.3,8.4,303.0,0.0,39,,,
2025-02-20 15:17,2025-02-20 19:53,경상남도 하동군 고전면,진화완료,초기대응,35.0221535536576,127.817381325201,2025-02-20,0.3,27.4,315.0,0.0,47,,,
2025-02-20 14:24,2025-02-20 15:20,경상북도 상주시 화서면,진화완료,초기대응,36.4454508619977,127.951396803964,2025-02-20,-2.8,16.6,288.0,0.0,43,,,
2025-02-19 21:24,2025-02-19 22:10,충청남도 천안시 동남구,진화완료,초기대응,36.8108300614004,127.148888753055,2025-02-19,-2.3,13.7,299.0,0.0,51,,,
2025-02-19 15:43,2025-02-19 16:46,충청남도 공주시 탄천면,진화완료,초기대응,36.3300418655733,127.030160435083,2025-02-19,-1.8,9.9,310.0,0.0,52,,,
2025-02-19 10:44,2025-02-19 12:20,강원특별자치도 고성군 죽왕면,진화완료,초기대응,38.3287596789224,128.525205848883,2025-02-19,-2.9,18.7,265.0,0.0,35,,,
2025-02-18 14:48,2025-02-18 17:00,충청북도 충주시 앙성면,진화완료,초기대응,37.1091674050492,127.750768224757,2025-02-18,-3.2,18.6,290.0,0.0,39,,,
2025-02-18 12:20,2025-02-18 13:20,충청남도 아산시 음봉면,진화완료,초기대응,36.8497784176227,127.012244009139,2025-02-18,-1.1,21.4,308.0,0.0,42,,,
2025-02-18 11:46,2025-02-18 12:50,경기도 화성시 서신면,진화완료,초기대응,37.1665728218836,126.708732190778,2025-02-18,-2.6,30.5,312.0,0.3,47,,,
2025-02-18 10:13,2025-02-18 10:33,충청남도 공주시 이인면,진화완료,초기대응,36.3619488068081,127.06320230995,2025-02-18,-0.9,11.2,314.0,0.0,47,,,
2025-02-17 15:28,2025-02-17 17:05,강원특별자치도 홍천군 서석면,진화완료,초기대응,37.7135954442631,128.186169902059,2025-02-17,1.8,21.5,297.0,0.0,39,,,
2025-02-16 20:12,2025-02-17 00:30,경상남도 양산시 원동면,진화완료,초기대응,35.3647300140635,128.918819901124,2025-02-16,5.6,8.9,295.0,0.0,55,,,
2025-02-16 11:21,2025-02-16 11:50,전북특별자치도 남원시 대산면,진화완료,초기대응,35.4320909610898,127.325203709683,2025-02-16,5.3,7.7,205.0,0.0,73,,,
2025-02-14 14:52,2025-02-14 16:47,충청북도 제천시 송학면,진화완료,초기대응,37.1849127480045,128.260957359603,2025-02-14,-0.2,7.1,240.0,0.0,62,,,
2025-02-14 14:51,2025-02-14 16:08,경상남도 창원시 진해구,진화완료,초기대응,35.1334297856872,128.710188416055,2025-02-14,2.5,7.6,292.0,0.0,47,,,
2025-02-13 15:48,2025-02-13 16:22,강원특별자치도 강릉시 주문진읍,진화완료,초기대응,37.894000235204,128.823428734257,2025-02-13,-7.6,24.2,297.0,0.0,30,,,
2025-02-11 15:30,2025-02-11 17:01,서울특별시 구로구 온수동,진화완료,초기대응,37.4941466665876,126.820586087352,2025-02-11,-1.4,7.2,116.0,1.0,70,,,
2025-02-09 13:12,2025-02-09 17:27,경상북도 영천시 고경면,진화완료,초기대응,36.0017402412321,129.045784057923,2025-02-09,-3.4,24.0,263.0,0.0,56,,,
2025-02-08 12:24,2025-02-08 13:53,강원특별자치도 강릉시 운산동,진화완료,초기대응,37.7267667824312,128.933345462081,2025-02-08,-15.3,15.2,315.0,0.0,39,,,
2025-02-06 10:18,2025-02-06 10:45,강원특별자치도 고성군 거진읍,진화완료,초기대응,38.4361391562227,128.452553768285,2025-02-06,-7.0,27.5,255.0,0.0,54,,,
2025-02-06 10:03,2025-02-06 11:10,인천광역시 옹진군 영흥면,진화완료,초기대응,37.2559012375492,126.483321517933,2025-02-06,-5.7,20.1,310.0,1.0,61,,,
2025-02-05 11:50,2025-02-05 13:41,강원특별자치도 강릉시 연곡면,진화완료,초기대응,37.8601061139786,128.836941450583,2025-02-05,-15.3,25.5,292.0,0.0,33,,,
2025-02-04 12:21,2025-02-04 12:50,강원특별자치도 고성군 토성면,진화완료,초기대응,38.257289697991,128.558906495609,2025-02-04,-9.4,27.4,256.0,0.0,30,,,
2025-02-03 13:36,2025-02-03 14:45,경기도 용인시 처인구,진화완료,초기대응,37.2343060386837,127.201357139725,2025-02-03,-4.8,22.7,306.0,2.5,53,,,
2025-02-01 04:28,2025-02-01 06:30,부산광역시 사상구 학장동,진화완료,초기대응,35.1441032632978,128.987292238397,2025-02-01,4.0,9.3,357.0,41.3,85,296.08,2.04,n
2025-01-26 17:11,2025-01-26 18:07,충청북도 충주시 동량면,진화완료,초기대응,37.0263327303528,127.963254082287,2025-01-26,1.5,10.0,95.0,4.0,63,335.33,2.46,n
2025-01-26 01:02,2025-01-26 02:56,전라남도 해남군 해남읍,진화완료,초기대응,34.5652050470629,126.599187892847,2025-01-26,5.3,7.1,90.0,1.8,64,326.84,3.33,n
2025-01-25 16:12,2025-01-25 16:56,전라남도 화순군 도암면,진화완료,초기대응,34.9377776562809,126.896778839983,2025-01-25,2.4,8.9,39.0,0.0,54,346.87,3.22,n
2025-01-25 13:41,2025-01-25 15:30,전라남도 장성군 서삼면,진화완료,초기대응,35.3341754727213,126.76716857553,2025-01-25,5.3,5.1,49.0,0.0,57,346.87,3.22,n
2025-01-25 13:30,2025-01-25 14:20,강원특별자치도 횡성군 갑천면,진화완료,초기대응,37.5609554668992,128.11019928627,2025-01-25,2.9,2.6,8.0,7.0,65,295.49,0.94,n
2025-01-25 12:48,2025-01-25 15:30,충청남도 공주시 사곡면,진화완료,초기대응,36.5021558319953,127.025302321401,2025-01-25,4.0,8.5,81.0,0.0,59,296.76,1.73,n
2025-01-25 11:57,2025-01-25 12:41,대구광역시 동구 백안동,진화완료,초기대응,35.9544661718272,128.694611587761,2025-01-25,3.6,7.7,86.0,0.0,69,335.33,2.46,n
2025-01-25 11:53,2025-01-25 13:50,전북특별자치도 남원시 대강면,진화완료,초기대응,35.3473085599391,127.227729446218,2025-01-25,5.3,5.1,49.0,0.0,62,338.33,3.92,n
2025-01-25 11:48,2025-01-25 12:37,세종특별자치시 전동면 심중리,진화완료,초기대응,36.6675221889125,127.295980301257,2025-01-25,1.4,7.0,80.0,0.0,61,296.76,1.73,n
2025-01-25 11:41,2025-01-25 13:34,경기도 화성시 마도면,진화완료,초기대응,37.205473723943,126.769633656944,2025-01-25,2.3,12.4,64.0,0.0,71,308.48,1.35,n
2025-01-24 16:02,2025-01-24 17:02,전북특별자치도 남원시 보절면,진화완료,초기대응,35.5131166158322,127.402363960098,2025-01-24,3.4,3.9,72.0,0.0,57,338.33,3.92,n
2025-01-24 15:28,2025-01-24 16:00,인천광역시 옹진군 덕적면,진화완료,초기대응,37.2276332114677,126.144705565589,2025-01-24,3.8,19.1,10.0,0.0,69,296.38,1.57,n
2025-01-23 16:16,2025-01-23 17:35,전라남도 화순군 동면,진화완료,초기대응,35.0299153952786,127.038516272952,2025-01-23,2.4,7.9,11.0,0.0,70,346.87,3.22,n
2025-01-23 15:55,2025-01-23 17:05,강원특별자치도 원주시 소초면,진화완료,초기대응,37.4179628767009,128.002389352861,2025-01-23,0.6,1.3,353.0,0.0,63,299.37,1.05,n
2025-01-21 11:29,2025-01-21 13:00,전라남도 화순군 이양면,진화완료,초기대응,34.8877826253123,126.988321087824,2025-01-21,1.7,7.2,10.0,0.0,74,296.16,1.48,n
2025-01-19 13:57,2025-01-19 15:25,전라남도 광양시 옥룡면,진화완료,초기대응,35.0169335900626,127.619301169448,2025-01-19,3.5,11.2,291.0,0.0,65,329.47,3.11,n
2025-01-18 14:19,2025-01-18 15:20,경상북도 상주시 화남면,진화완료,초기대응,36.4482694514555,127.905539317052,2025-01-18,-0.1,8.4,252.0,0.0,53,296.22,1.23,n
2025-01-18 01:14,2025-01-18 01:42,대구광역시 달서구 본동,진화완료,초기대응,35.8344239235281,128.541063858299,2025-01-18,2.1,3.2,335.0,0.0,47,302.1,0.73,n
2025-01-16 17:03,2025-01-16 18:12,경상북도 안동시 남선면,진화완료,초기대응,36.5261963317789,128.769791982169,2025-01-16,-2.1,6.2,295.0,0.0,57,297.37,1.39,n
2025-01-12 12:44,2025-01-12 14:00,전라남도 고흥군 동일면,진화완료,초기대응,34.5024169975394,127.466984700484,2025-01-12,1.1,21.0,312.0,0.0,64,332.85,3.35,n
2025-01-12 12:44,2025-01-12 13:30,강원특별자치도 양양군 양양읍,진화완료,초기대응,38.0806715229116,128.624012188104,2025-01-12,-9.6,15.6,320.0,0.0,34,303.0,0.95,n
2025-01-12 08:29,2025-01-12 09:50,경상북도 영덕군 남정면,진화완료,초기대응,36.2859136575654,129.372516225883,2025-01-12,0.0,13.4,250.0,0.3,54,332.8,6.59,n
2025-01-11 21:44,2025-01-12 01:15,전라남도 구례군 광의면,진화완료,초기대응,35.2602020359796,127.439949882706,2025-01-11,0.4,18.6,302.0,4.5,76,297.87,2.52,n
2025-01-10 17:12,2025-01-10 18:04,경기도 과천시 과천동,진화완료,초기대응,37.4484033595933,126.995461441865,2025-01-10,-8.7,9.6,300.0,0.0,48,325.79,3.05,n
2025-01-08 12:42,2025-01-08 20:17,경상북도 의성군 안계면,진화완료,초기대응,36.3838537569973,128.440213256607,2025-01-08,-1.8,15.8,267.0,0.0,61,308.3,0.86,n
2025-01-04 21:33,2025-01-04 23:48,충청남도 천안시서북구 쌍용동,진화완료,초기대응,36.8008975526114,127.122433923979,2025-01-04,-1.0,3.7,354.0,0.0,58,295.61,2.4,n
2025-01-04 18:22,2025-01-04 18:52,경상북도 영천시 화남면,진화완료,초기대응,36.0591434522819,128.889098827875,2025-01-04,0.7,10.3,310.0,0.0,50,298.06,1.03,n
2025-01-04 16:57,2025-01-04 20:00,강원특별자치도 삼척시 원덕읍,진화완료,초기대응,37.1764583972695,129.335713745386,2025-01-04,2.0,6.7,272.0,0.0,45,298.56,0.6,n
2025-01-04 13:24,2025-01-04 14:00,경기도 시흥시 금이동,진화완료,초기대응,37.3995590587729,126.8359907424,2025-01-04,-1.8,5.7,271.0,0.8,57,304.3,0.9,n
2025-01-03 19:24,2025-01-03 20:25,경기도 남양주시 수동면,진화완료,초기대응,37.7034248082826,127.325841809387,2025-01-03,-3.5,8.7,284.0,0.0,50,297.02,0.92,n
2025-01-03 14:43,2025-01-03 15:35,경기도 가평군 청평면,진화완료,초기대응,37.7404626327354,127.424141651948,2025-01-03,-0.3,7.7,277.0,0.0,50,297.02,0.92,n
2025-01-03 14:21,2025-01-03 15:19,충청남도 홍성군 장곡면,진화완료,초기대응,36.5051510383131,126.69128415169,2025-01-03,2.4,26.9,335.0,0.0,60,295.61,2.4,n
2025-01-03 13:59,2025-01-03 14:40,전라남도 곡성군 죽곡면,진화완료,초기대응,35.1512075190764,127.319244671454,2025-01-03,1.8,4.6,8.0,0.0,47,300.95,1.27,n
2025-01-03 12:33,2025-01-03 14:11,울산광역시 울주군 범서읍,진화완료,초기대응,35.5686301683014,129.23058513398,2025-01-03,1.3,9.0,303.0,0.0,27,295.52,1.84,n
2025-01-03 12:03,2025-01-03 12:53,전북특별자치도 임실군 임실읍,진화완료,초기대응,35.6135009868773,127.279279533374,2025-01-03,0.9,3.5,330.0,0.0,53,302.3,0.71,n
2025-01-03 03:16,2025-01-03 03:38,경기도 화성시 정남면,진화완료,초기대응,37.1599855546738,126.971336844978,2025-01-03,-1.5,5.6,326.0,0.0,59,297.85,1.47,n
2025-01-02 16:23,2025-01-02 17:13,충청북도 음성군 소이면,진화완료,초기대응,36.9236357753425,127.757595811822,2025-01-02,-2.0,7.6,275.0,0.0,65,295.93,1.19,n
2025-01-02 15:03,2025-01-02 15:37,부산광역시 기장군 장안읍,진화완료,초기대응,35.3124310915494,129.244826464265,2025-01-02,6.8,8.6,288.0,0.0,49,295.52,1.84,n
2025-01-02 14:01,2025-01-02 14:57,경상북도 봉화군 명호면,진화완료,초기대응,36.8579848051262,128.898746772317,2025-01-02,0.2,4.2,287.0,0.0,57,295.08,0.92,n
2025-01-01 15:43,2025-01-01 17:25,충청북도 증평군 도안면,진화완료,초기대응,36.8133481726342,127.612937976291,2025-01-01,-1.3,5.5,244.0,0.0,66,295.93,1.19,n
2025-01-01 14:11,2025-01-01 15:15,강원특별자치도 강릉시 성산면,진화완료,초기대응,37.7187235115627,128.832100896917,2025-01-01,-4.2,18.5,289.0,0.0,46,300.5,0.94,n
2025-01-01 13:11,2025-01-01 14:17,경상북도 성주군 가천면,진화완료,초기대응,35.8843986998301,128.166208490206,2025-01-01,2.9,5.8,293.0,0.0,57,330.38,2.6,n
2025-01-01 12:00,2025-01-01 13:17,경상북도 안동시 남후면,진화완료,초기대응,36.5236707126647,128.689985250648,2025-01-01,0.7,5.1,321.0,0.0,54,317.83,2.46,n
2025-01-01 06:24,2025-01-01 07:34,충청북도 충주시 산척면,진화완료,초기대응,37.0816686531557,127.9559645917,2025-01-01,-0.5,9.7,233.0,0.0,67,295.93,1.19,n
2024-12-31 14:15,2025-01-01 09:20,대구광역시 군위군 삼국유사면,진화완료,1단계,36.1235085738588,128.79466217762,2024-12-31,4.5,14.7,289.0,0.0,42,317.83,2.46,n
2024-12-30 15:00,2024-12-30 15:43,경기도 양평군 강하면,진화완료,초기대응,37.4949573777619,127.410464187932,2024-12-30,2.1,10.9,192.0,0.0,73,297.02,0.92,n
2024-12-30 13:08,2024-12-30 14:02,경기도 파주시 금릉동,진화완료,초기대응,37.7512000591472,126.787151528373,2024-12-30,4.8,11.9,207.0,0.0,74,297.02,0.92,n
2024-12-29 14:10,2024-12-29 15:42,강원특별자치도 강릉시 운정동,진화완료,초기대응,37.78789282942,128.895508306401,2024-12-29,-6.0,19.5,288.0,0.0,38,300.5,0.94,n
2024-12-28 09:26,2024-12-28 12:00,강원특별자치도 양양군 현북면,진화완료,초기대응,38.0190056461486,128.723115872388,2024-12-28,-10.4,22.9,297.0,0.0,32,300.5,0.94,n
2024-12-26 22:38,2024-12-27 00:45,전라남도 여수시 남면,진화완료,초기대응,34.5094358866256,127.76654604518,2024-12-26,5.5,35.5,297.0,0.0,69,296.28,1.07,n
2024-12-26 13:41,2024-12-26 14:45,전라남도 순천시 별량면,진화완료,초기대응,34.8743633055356,127.451941247841,2024-12-26,4.5,27.7,291.0,0.0,69,296.28,1.07,n
2024-12-26 12:15,2024-12-26 13:20,대구광역시 군위군 군위읍,진화완료,초기대응,36.2398089970225,128.568752594251,2024-12-26,4.3,14.1,289.0,0.0,58,298.72,1.69,n
2024-12-24 17:55,2024-12-24 19:52,경상북도 구미시 산동읍,진화완료,초기대응,36.1696724548389,128.434145332359,2024-12-24,2.8,9.1,298.0,0.0,48,298.72,1.69,n
2024-12-23 06:48,2024-12-23 07:50,강원특별자치도 고성군 거진읍,진화완료,초기대응,38.4361391562227,128.452553768285,2024-12-23,-0.7,26.0,254.0,0.0,56,299.25,1.28,n
2024-12-20 13:32,2024-12-20 14:20,경기도 남양주시 화도읍,진화완료,초기대응,37.6579103478731,127.300352454876,2024-12-20,-0.4,5.8,197.0,0.0,68,308.94,1.19,n
2024-12-19 22:03,2024-12-20 08:17,경상남도 남해군 미조면,진화완료,초기대응,34.7120206495288,128.046036616919,2024-12-19,2.5,19.4,349.0,0.0,59,297.41,1.8,n
2024-12-19 13:33,2024-12-19 14:14,경기도 파주시 광탄면,진화완료,초기대응,37.7761506126285,126.851257899494,2024-12-19,-3.5,5.3,310.0,0.0,64,299.09,1.02,n
2024-12-19 12:24,2024-12-19 13:20,충청북도 괴산군 연풍면,진화완료,초기대응,36.7664527053415,128.000716050902,2024-12-19,-3.1,4.3,267.0,0.0,54,304.69,1.1,n
2024-12-18 13:52,2024-12-18 14:50,강원특별자치도 춘천시 동면,진화완료,초기대응,37.910341608957,127.781091988381,2024-12-18,-5.7,1.8,8.0,0.0,57,295.12,0.69,n
2024-12-18 11:57,2024-12-18 12:55,경기도 포천시 창수면,진화완료,초기대응,37.9917323799477,127.189116048569,2024-12-18,-4.5,7.7,302.0,0.0,60,299.09,1.02,n
2024-12-17 12:13,2024-12-17 13:45,경기도 가평군 상면,진화완료,초기대응,37.80471517536,127.356786438653,2024-12-17,1.3,7.2,279.0,0.0,51,308.94,1.19,n
2024-12-15 12:54,2024-12-15 14:42,경상북도 봉화군 법전면,진화완료,초기대응,36.9107530436238,128.876932803241,2024-12-15,0.4,7.3,301.0,0.0,61,331.66,3.83,n
2024-12-14 15:32,2024-12-14 17:10,강원특별자치도 인제군 기린면,진화완료,초기대응,37.9556038449984,128.319189529764,2024-12-14,-6.9,18.0,301.0,0.0,46,295.12,0.69,n
2024-12-14 11:07,2024-12-14 11:52,경상북도 영천시 대창면,진화완료,초기대응,35.8759728203941,128.894690198585,2024-12-14,1.6,14.8,306.0,0.0,46,335.86,8.31,n
2024-12-12 13:14,2024-12-12 14:40,전라남도 장흥군 관산읍,진화완료,초기대응,34.5615568543706,126.938914115797,2024-12-12,6.1,8.2,342.0,0.0,62,367.0,8.18,h
2024-12-12 12:47,2024-12-12 14:50,울산광역시 울주군 범서읍,진화완료,초기대응,35.5686301683014,129.23058513398,2024-12-12,4.9,9.8,327.0,0.0,48,335.86,8.31,n
2024-12-12 11:42,2024-12-12 12:15,경기도 광주시 직동,진화완료,초기대응,37.3999774308974,127.185739634308,2024-12-12,0.1,4.2,285.0,0.5,46,329.56,6.08,n
2024-12-11 06:04,2024-12-11 06:35,충청북도 단양군 단양읍,진화완료,초기대응,36.9865888752015,128.368105855161,2024-12-11,2.0,1.7,9.0,0.5,66,298.87,0.55,n
2024-12-10 17:33,2024-12-10 18:15,경상북도 영주시 이산면,진화완료,초기대응,36.8218063164881,128.656232689777,2024-12-10,1.1,3.5,329.0,0.0,61,298.87,0.55,n
2024-12-10 11:54,2024-12-10 13:38,경상북도 영양군 청기면,진화완료,초기대응,36.6612175124943,129.062377166448,2024-12-10,1.1,3.5,329.0,0.0,55,308.45,2.49,n
2024-12-10 11:48,2024-12-10 13:10,경상북도 울진군 북면,진화완료,초기대응,37.1048544174713,129.373093753423,2024-12-10,5.8,5.9,281.0,0.0,41,329.49,2.6,n
2024-12-09 12:30,2024-12-09 13:30,전라남도 구례군 마산면,진화완료,초기대응,35.2231587154663,127.487508752744,2024-12-09,4.6,18.4,309.0,0.0,72,320.65,2.09,n
2024-12-07 16:17,2024-12-07 16:42,경상북도 구미시 형곡동,진화완료,초기대응,36.1139778856998,128.334457695432,2024-12-07,4.0,13.0,281.0,0.0,50,296.75,0.57,n
2024-12-06 14:33,2024-12-06 15:20,경상북도 울진군 온정면,진화완료,초기대응,36.7240505902934,129.345422358429,2024-12-06,4.0,11.7,293.0,0.0,50,301.72,1.1,n
2024-12-04 16:54,2024-12-04 18:05,인천광역시 서구 대곡동,진화완료,초기대응,37.6231788392197,126.668509703115,2024-12-04,1.7,6.2,305.0,0.0,70,296.2,0.45,n
2024-11-24 15:54,2024-11-24 16:35,경기도 시흥시 신천동,진화완료,초기대응,37.4355555341518,126.781870213243,2024-11-24,5.2,5.1,328.0,0.0,76,295.35,0.91,n
2024-11-24 15:44,2024-11-24 17:31,인천광역시 강화군 삼산면,진화완료,초기대응,37.7049474265361,126.32040974097,2024-11-24,5.3,10.6,24.0,0.0,72,333.94,4.57,n
2024-11-24 13:35,2024-11-24 14:13,경기도 용인시처인구 모현읍,진화완료,초기대응,37.3296454910847,127.242348722596,2024-11-24,7.7,6.0,44.0,0.0,58,295.35,0.91,n
2024-11-22 12:22,2024-11-22 13:17,충청남도 천안시동남구 목천읍,진화완료,초기대응,36.7849559698495,127.23468497964,2024-11-22,5.6,7.3,253.0,0.0,59,311.66,3.19,n
